ID,Category,Status,Latitude,Longitude,category_encoded,status_encoded,density_score,category_frequency,is_pending,priority_label
302,Waste,Pending,23.25877963791961,77.41469801845167,3,2,0.5206168921210361,478,1,1
303,Waste,Pending,23.261394587210244,77.41119131261891,3,2,0.2841532964142923,478,1,1
304,Water Supply,Completed,23.261120740530867,77.40978307740727,4,1,0.16649497648771436,158,0,1
305,Waste,Pending,23.25985819681207,77.40948674165296,3,2,0.2217479439920337,478,1,1
306,Pothole,Pending,23.260134654766617,77.4138120199027,1,2,0.33654718354034957,422,1,2
307,Streetlight,Pending,23.262455329791575,77.410039141295,2,2,0.16833160993934485,319,1,1
308,Pothole,Cancelled,23.258716857222325,77.41610958836397,1,0,0.39200412850015875,422,0,1
309,Waste,Completed,23.26099419476234,77.40843614118423,3,1,0.1148432311467612,478,0,0
310,Waste,Pending,23.25949561469513,77.41599291273658,3,2,0.24379529325064134,478,1,1
311,Waste,Pending,23.259464637593545,77.4130220349344,3,2,0.446492472974779,478,1,1
312,Streetlight,Cancelled,23.262097553703978,77.41240657377625,2,0,0.29169558925631556,319,0,1
313,Pothole,Completed,23.261550832697974,77.41151016182639,1,1,0.264459936665051,422,0,1
314,Waste,Pending,23.261527019272,77.4133982722287,3,2,0.3601679527245711,478,1,1
315,Streetlight,Pending,23.262510957614307,77.41252473059515,2,2,0.3131992112885428,319,1,1
316,Drainage,Pending,23.259942007683264,77.41480660376403,0,2,0.2613791786739463,223,1,2
317,Waste,Pending,23.261263905942588,77.41282845529732,3,2,0.2812345102496528,478,1,1
318,Pothole,Completed,23.259279466486813,77.41290060352293,1,1,0.3831071725541227,422,0,1
319,Streetlight,Cancelled,23.260548332704975,77.41187277557557,2,0,0.31360049002105717,319,0,1
320,Waste,Pending,23.259639713891264,77.41248610875256,3,2,0.3724665919408014,478,1,1
321,Pothole,Completed,23.260093991929985,77.41321560353778,1,1,0.4443077676765476,422,0,1
322,Streetlight,Completed,23.261090314050872,77.40917966321469,2,1,0.2907714513671908,319,0,0
323,Drainage,Completed,23.25826355863353,77.40990362915579,0,1,0.1906966832058465,223,0,0
324,Drainage,Completed,23.264084774551367,77.41408652818804,0,1,0.07865438834715274,223,0,0
325,Streetlight,Pending,23.257887965237,77.41294173087626,2,2,0.22366931668953785,319,1,1
326,Streetlight,Pending,23.25747162277442,77.41223203332729,2,2,0.29844649131185763,319,1,1
327,Pothole,Completed,23.262216221747,77.41263686786613,1,1,0.4413734772635581,422,0,1
328,Streetlight,Pending,23.261483325387925,77.41329516341072,2,2,0.4318777637362901,319,1,1
329,Pothole,Pending,23.261148239634103,77.41152048063938,1,2,0.2874940436734424,422,1,2
330,Waste,Pending,23.261156691018527,77.4110433905492,3,2,0.3389688684625109,478,1,1
331,Streetlight,Cancelled,23.259875506454303,77.4129916905102,2,0,0.36522032531616877,319,0,1
332,Streetlight,Completed,23.258105491257027,77.41064325444476,2,1,0.17013370109947012,319,0,0
333,Pothole,Completed,23.260051609116385,77.41341650551142,1,1,0.2911507637223374,422,0,2
334,Water Supply,Completed,23.258545676576976,77.40919483279153,4,1,0.2917455731865863,158,0,1
335,Waste,Completed,23.261850239466835,77.41465831127465,3,1,0.30113470926534075,478,0,1
336,Pothole,Completed,23.259605885236994,77.41354519496483,1,1,0.26812960351771986,422,0,1
337,Waste,Completed,23.258249005606412,77.41311205946863,3,1,0.26391773817347447,478,0,0
338,Drainage,Pending,23.25925722831669,77.41456538196789,0,2,0.23165725753521202,223,1,2
339,Streetlight,Completed,23.26072586290855,77.41593094888893,2,1,0.13185209237465215,319,0,0
340,Pothole,Completed,23.258772550894392,77.41462874013003,1,1,0.4329571350039683,422,0,1
341,Streetlight,Completed,23.258255559208862,77.40891825153733,2,1,0.16133233979851533,319,0,0
342,Pothole,Pending,23.260387374422983,77.41004084606652,1,2,0.21579783441768743,422,1,2
343,Drainage,Pending,23.260389933142218,77.4113503628446,0,2,0.3683212500954538,223,1,2
344,Pothole,Pending,23.258886113649258,77.41265218210042,1,2,0.6850794256927146,422,1,2
345,Pothole,Completed,23.258957923388763,77.41363531804093,1,1,0.34388605926881777,422,0,1
346,Water Supply,Pending,23.26036409987471,77.41114851237369,4,2,0.2770914755592117,158,1,2
347,Waste,Pending,23.257003831317004,77.41297353352896,3,2,0.20619174597019585,478,1,1
348,Waste,Completed,23.257085072451247,77.41108923413529,3,1,0.1434181615908222,478,0,1
349,Streetlight,Pending,23.258463111557493,77.41137696439401,2,2,0.2576243241176111,319,1,1
350,Water Supply,Completed,23.259473105696575,77.4097866778063,4,1,0.3346844925980947,158,0,1
351,Pothole,Pending,23.260521815131195,77.41075353350777,1,2,0.39854939608209,422,1,2
352,Waste,Cancelled,23.2628507124339,77.40989663078877,3,0,0.14119089013756045,478,0,0
353,Pothole,Completed,23.261615319246403,77.41064825349405,1,1,0.18455430657102648,422,0,1
354,Pothole,Completed,23.259580122940072,77.41470728359322,1,1,0.17214742260648055,422,0,1
355,Waste,Pending,23.259861967584193,77.41070120222233,3,2,0.37094328598024867,478,1,1
356,Streetlight,Completed,23.257894941270724,77.41786476412967,2,1,0.05541415941087711,319,0,0
357,Water Supply,Pending,23.259862973728012,77.41358663580176,4,2,0.3772647533807512,158,1,2
358,Pothole,Pending,23.259322682722157,77.41296967224739,1,2,0.500360281165056,422,1,2
359,Pothole,Pending,23.260545437120676,77.41088328443963,1,2,0.3202665959332647,422,1,2
360,Pothole,Completed,23.258245538112895,77.41400061975881,1,1,0.3296911296461184,422,0,1
361,Waste,Pending,23.26093869302848,77.41144872434752,3,2,0.3782119067215101,478,1,1
362,Drainage,Pending,23.262965477826004,77.41284401962929,0,2,0.21045837824530653,223,1,1
363,Pothole,Pending,23.259682479703084,77.41772016907653,1,2,0.06343354358358258,422,1,1
364,Pothole,Completed,23.260703423444195,77.41240788020055,1,1,0.32421194966224,422,0,1
365,Streetlight,Completed,23.26128028798342,77.41489854665257,2,1,0.206429035159956,319,0,0
366,Pothole,Completed,23.259097559056222,77.41119364714974,1,1,0.21064375034521027,422,0,1
367,Streetlight,Completed,23.260348184963615,77.412530023019,2,1,0.550641958130833,319,0,0
368,Waste,Pending,23.259925184801563,77.41614160127126,3,2,0.17140854549509862,478,1,1
369,Drainage,Completed,23.260095352197094,77.41134606588442,0,1,0.22328515898690754,223,0,1
370,Water Supply,Completed,23.25835398043229,77.416224897116,4,1,0.2180906257394562,158,0,1
371,Streetlight,Pending,23.259949020348515,77.41401550387091,2,2,0.3010453555009308,319,1,1
372,Water Supply,Pending,23.26089599658249,77.4114750664482,4,2,0.40946018859866473,158,1,1
373,Waste,Completed,23.26280228721559,77.4138648154781,3,1,0.1387688358768658,478,0,0
374,Pothole,Completed,23.26181854165217,77.41454510889925,1,1,0.29242772428491465,422,0,1
375,Streetlight,Completed,23.264206364915022,77.41384361992444,2,1,0.07514548238337995,319,0,0
376,Streetlight,Pending,23.25836530487422,77.40945955056021,2,2,0.2075180945261444,319,1,1
377,Pothole,Completed,23.26164464127344,77.41114572564835,1,1,0.3646863946892518,422,0,1
378,Pothole,Completed,23.260266684011476,77.41210496272889,1,1,0.3082408431775039,422,0,1
379,Waste,Pending,23.264279605866435,77.4124511331418,3,2,0.07935106966375434,478,1,1
380,Pothole,Completed,23.25828340342929,77.4138413441951,1,1,0.48328625105639933,422,0,1
381,Waste,Pending,23.258220556315635,77.41295540200187,3,2,0.3004656754688346,478,1,1
382,Streetlight,Completed,23.25870121470911,77.40992931128258,2,1,0.2627289699473031,319,0,0
383,Waste,Pending,23.25565220855138,77.41336039570201,3,2,0.11340555332142646,478,1,1
384,Waste,Cancelled,23.258848489956637,77.41382117149057,3,0,0.38256281159939565,478,0,0
385,Streetlight,Completed,23.25838173467689,77.41371958089586,2,1,0.39497404017597626,319,0,0
386,Streetlight,Completed,23.260200787572952,77.4147615614511,2,1,0.41766568870503723,319,0,0
387,Drainage,Pending,23.260583511951552,77.4142678443091,0,2,0.4449490589369017,223,1,2
388,Streetlight,Cancelled,23.26365234167843,77.41351836015845,2,0,0.08768301290746623,319,0,0
389,Pothole,Completed,23.26180084767637,77.41245966857709,1,1,0.2253553949893581,422,0,1
390,Drainage,Pending,23.258746192688672,77.40927807813297,0,2,0.2075759101761967,223,1,1
391,Pothole,Completed,23.2581031706573,77.41345923643826,1,1,0.24229495738112003,422,0,1
392,Waste,Pending,23.260883838343013,77.41301537537433,3,2,0.25224332789080856,478,1,1
393,Streetlight,Completed,23.257259533585955,77.41314315767438,2,1,0.2823419440332364,319,0,0
394,Water Supply,Pending,23.263562917531708,77.41004650284836,4,2,0.11406887866370219,158,1,2
395,Pothole,Completed,23.26225888024144,77.41043788691918,1,1,0.21743430560401517,422,0,0
396,Waste,Pending,23.258961648695788,77.41470630570666,3,2,0.3558343053763127,478,1,1
397,Waste,Cancelled,23.256473730941817,77.41252088969229,3,0,0.13033116886993895,478,0,0
398,Waste,Pending,23.26260774474833,77.41396300139475,3,2,0.1771504200312882,478,1,1
399,Pothole,Cancelled,23.259670920309492,77.41265663675226,1,0,0.32985872253334664,422,0,1
400,Streetlight,Completed,23.262375632623947,77.41265951227899,2,1,0.4718615262124778,319,0,0
401,Waste,Completed,23.27187656761195,77.4280172153011,3,1,0.19412524891686173,478,0,0
402,Water Supply,Completed,23.26896791054357,77.4256932197728,4,1,0.1133777897023647,158,0,1
403,Drainage,Pending,23.27019224155388,77.42872207650463,0,2,0.3920395151320574,223,1,2
404,Streetlight,Pending,23.26907544942259,77.42735382041319,2,2,0.4265627999265987,319,1,1
405,Drainage,Pending,23.269131007545138,77.43328403032028,0,2,0.1905143362275793,223,1,1
406,Waste,Completed,23.26938165575306,77.43201963417869,3,1,0.19139407701943584,478,0,0
407,Pothole,Completed,23.270444267543265,77.42862369930965,1,1,0.3475622523638473,422,0,1
408,Streetlight,Completed,23.269042502756673,77.4345048716107,2,1,0.12232138063289567,319,0,0
409,Drainage,Pending,23.272511512251143,77.43196353097399,0,2,0.17614474277731823,223,1,1
410,Drainage,Pending,23.26821078539556,77.42935033723299,0,2,0.22330063606748446,223,1,2
411,Waste,Pending,23.26962625671168,77.42500118857026,3,2,0.06428627592402525,478,1,1
412,Water Supply,Cancelled,23.269120537883452,77.43458188514519,4,0,0.12793345727493183,158,0,1
413,Waste,Completed,23.27289395576871,77.42722085506648,3,1,0.1670889322461335,478,0,0
414,Drainage,Pending,23.270393109553023,77.42670920250609,0,2,0.15249384531990076,223,1,1
415,Water Supply,Completed,23.272063689078937,77.43204514086402,4,1,0.27479092186838383,158,0,1
416,Waste,Pending,23.267028879253925,77.43487950481268,3,2,0.06612604751733184,478,1,1
417,Streetlight,Cancelled,23.270534100531737,77.43276854563703,2,0,0.23887913905046765,319,0,0
418,Waste,Completed,23.271779261591245,77.43112781824011,3,1,0.25317169448153937,478,0,0
419,Pothole,Pending,23.27016456797855,77.43118950868333,1,2,0.3164435000069789,422,1,2
420,Pothole,Completed,23.27213096075013,77.43170683111757,1,1,0.19564432115393884,422,0,0
421,Streetlight,Pending,23.2689654230998,77.43151785717959,2,2,0.31234554671578907,319,1,1
422,Water Supply,Cancelled,23.27281869488037,77.43056238284795,4,0,0.21127663764552473,158,0,1
423,Streetlight,Pending,23.27459779624724,77.43020840220791,2,2,0.12899929020715803,319,1,1
424,Pothole,Completed,23.26927432287912,77.4298748137442,1,1,0.23963306329604944,422,0,1
425,Drainage,Pending,23.269108994957197,77.42849207082227,0,2,0.36788393254663027,223,1,2
426,Water Supply,Completed,23.272906768954236,77.42943864984628,4,1,0.14178115973502056,158,0,1
427,Waste,Completed,23.273159144291466,77.42661408637161,3,1,0.07945955719194481,478,0,0
428,Water Supply,Completed,23.268954279945692,77.42980332074642,4,1,0.32511578846360006,158,0,1
429,Waste,Completed,23.26915962636581,77.4280228177857,3,1,0.3502207027190837,478,0,0
430,Drainage,Completed,23.26943643078228,77.42779282136557,0,1,0.24818492104298961,223,0,1
431,Waste,Pending,23.26731109897793,77.43035978830231,3,2,0.18904576565190834,478,1,1
432,Waste,Pending,23.26816269610703,77.4327840045727,3,2,0.11077459121934968,478,1,1
433,Pothole,Pending,23.267991718466497,77.43183663321201,1,2,0.1973200847597889,422,1,1
434,Streetlight,Cancelled,23.268464404869793,77.42685899879277,2,0,0.16222252874743284,319,0,0
435,Pothole,Pending,23.269930630225225,77.42802074372686,1,2,0.21013869233789587,422,1,1
436,Waste,Completed,23.270468429465073,77.43188154237599,3,1,0.20409971863763243,478,0,0
437,Streetlight,Completed,23.273101000985623,77.42803502521294,2,1,0.1944235013771435,319,0,0
438,Water Supply,Pending,23.26800329191852,77.42955073370001,4,2,0.294884362347736,158,1,2
439,Pothole,Pending,23.271968644796953,77.43110010419805,1,2,0.28539001788234275,422,1,2
440,Waste,Pending,23.26957202231155,77.42806331109028,3,2,0.2128156405697193,478,1,1
441,Pothole,Completed,23.269901072580694,77.4302107510123,1,1,0.56178109540275,422,0,1
442,Waste,Pending,23.271349638984333,77.42733194901017,3,2,0.20142168477204475,478,1,1
443,Drainage,Pending,23.267754555956873,77.4287972647121,0,2,0.1196946944307323,223,1,1
444,Drainage,Completed,23.270764819492367,77.4306395638683,0,1,0.7206266642372511,223,0,1
445,Streetlight,Cancelled,23.270332904416424,77.42681401253294,2,0,0.18246186730262,319,0,0
446,Pothole,Pending,23.270984902528017,77.43088094947593,1,2,0.32725020747616834,422,1,2
447,Drainage,Pending,23.270578337287816,77.42996072440215,0,2,0.47135744184341,223,1,2
448,Streetlight,Pending,23.27491060027982,77.43110497990884,2,2,0.06572028879840948,319,1,1
449,Drainage,Completed,23.268724520031498,77.43044782826814,0,1,0.3535218652920854,223,0,1
450,Streetlight,Completed,23.268938006089996,77.43272828085995,2,1,0.2416281258020964,319,0,0
451,Drainage,Pending,23.26875371894715,77.4302504490053,0,2,0.5473302325642586,223,1,2
452,Streetlight,Pending,23.26888904576168,77.42914118891775,2,2,0.1988738935454261,319,1,1
453,Pothole,Completed,23.268725225745385,77.43024459500607,1,1,0.5069111498696484,422,0,1
454,Water Supply,Completed,23.272378033062218,77.43108659605808,4,1,0.2816703205332237,158,0,1
455,Pothole,Pending,23.27284100849598,77.43009772014067,1,2,0.17829055638525565,422,1,1
456,Streetlight,Completed,23.2688585074125,77.43008118338241,2,1,0.437120525234382,319,0,0
457,Waste,Pending,23.26833528885379,77.4285960166244,3,2,0.12656289193799944,478,1,2
458,Streetlight,Pending,23.270942831112773,77.4286741981649,2,2,0.23528353042953412,319,1,1
459,Streetlight,Completed,23.26889555391144,77.42719478945641,2,1,0.5384923413229272,319,0,0
460,Waste,Completed,23.27126586363551,77.43349915348638,3,1,0.11997999958991035,478,0,0
461,Waste,Pending,23.2704058460417,77.42751227352922,3,2,0.4063141276337892,478,1,1
462,Streetlight,Cancelled,23.266968511770006,77.42861418960442,2,0,0.11968161703716995,319,0,0
463,Drainage,Pending,23.27309501040266,77.42856318546887,0,2,0.2988839143765443,223,1,1
464,Pothole,Completed,23.27359175534619,77.4317898487539,1,1,0.1175309103922885,422,0,0
465,Waste,Pending,23.268774422619032,77.42941010064342,3,2,0.28707616564474453,478,1,1
466,Streetlight,Completed,23.26922459688013,77.43249548414535,2,1,0.16987197864483922,319,0,0
467,Waste,Cancelled,23.270571730781448,77.42865301875152,3,0,0.26008692012520207,478,0,0
468,Pothole,Pending,23.270668913579975,77.43055798832445,1,2,0.48002829053121543,422,1,2
469,Waste,Cancelled,23.271317088545345,77.42832930589348,3,0,0.2730743907409613,478,0,0
470,Waste,Completed,23.274020409077533,77.43429029825555,3,1,0.05431554632115228,478,0,0
471,Waste,Completed,23.26964610554501,77.42762480316195,3,1,0.1826859405253834,478,0,1
472,Pothole,Pending,23.268403405510924,77.43061964142046,1,2,0.2319089296592296,422,1,2
473,Waste,Completed,23.26724136154397,77.43126755376187,3,1,0.16192572856639012,478,0,2
474,Pothole,Completed,23.26853813992011,77.43082759819491,1,1,0.40385550320492225,422,0,1
475,Pothole,Pending,23.269933746054253,77.42962942468225,1,2,0.21362839916913293,422,1,2
476,Pothole,Cancelled,23.27358911572703,77.42974035860054,1,0,0.18992507345366094,422,0,1
477,Pothole,Pending,23.268964777401926,77.43008762294396,1,2,0.43003794266844103,422,1,2
478,Drainage,Pending,23.270447575903276,77.42970599599676,0,2,0.37104032495220257,223,1,2
479,Waste,Pending,23.269967154207855,77.4319277582336,3,2,0.19561767976870426,478,1,1
480,Pothole,Completed,23.272376786546896,77.4344210460032,1,1,0.09975161182159449,422,0,0
481,Waste,Completed,23.275053864851746,77.42888501642999,3,1,0.05235334423078076,478,0,0
482,Waste,Pending,23.26893826245416,77.42726039404084,3,2,0.7346143038500288,478,1,1
483,Streetlight,Cancelled,23.269021121114964,77.4298234359033,2,0,0.33948745253364687,319,0,0
484,Streetlight,Pending,23.272088321754136,77.43515941867531,2,2,0.09623559389334281,319,1,1
485,Drainage,Pending,23.271363782979257,77.42839265086407,0,2,0.2837976558315948,223,1,2
486,Streetlight,Pending,23.273693414651472,77.43327823361089,2,2,0.09958268749429475,319,1,1
487,Water Supply,Completed,23.271167856370653,77.43335540162816,4,1,0.1356519166183134,158,0,1
488,Waste,Cancelled,23.269281415818423,77.42889282351659,3,0,0.3587219561970015,478,0,0
489,Waste,Completed,23.271181309661383,77.43113796615837,3,1,0.2602905296435044,478,0,0
490,Waste,Completed,23.272217407161165,77.43325679324626,3,1,0.11258442188408212,478,0,0
491,Waste,Pending,23.27164096436239,77.42924174451804,3,2,0.27091290387645445,478,1,1
492,Pothole,Completed,23.271014548062215,77.4295928392798,1,1,0.5169271308736798,422,0,1
493,Streetlight,Completed,23.272133349379175,77.42883663817211,2,1,0.19001030232043684,319,0,0
494,Waste,Pending,23.27233859118089,77.42797048653863,3,2,0.18449672922345434,478,1,1
495,Water Supply,Pending,23.272764317982073,77.42870144490988,4,2,0.3514170976571089,158,1,2
496,Drainage,Completed,23.27129741977518,77.42755211946648,0,1,0.1630227736246603,223,0,1
497,Waste,Pending,23.269665763839367,77.43006816693652,3,2,0.28456433864499037,478,1,1
498,Waste,Completed,23.270293427372867,77.42846005353789,3,1,0.28255670418721024,478,0,0
499,Waste,Pending,23.272413017933015,77.43046757182358,3,2,0.23498404054283098,478,1,1
500,Waste,Pending,23.268366128658027,77.4268882087076,3,2,0.15301189646881194,478,1,1
501,Waste,Completed,23.270737346617747,77.43066176046443,3,1,0.7004873055962393,478,0,0
502,Pothole,Pending,23.269213322375347,77.43166705792322,1,2,0.3872323774512572,422,1,2
503,Waste,Completed,23.27005748964587,77.42601252871486,3,1,0.07392395793891982,478,0,0
504,Pothole,Completed,23.272556903725217,77.4307481131397,1,1,0.24100362643148876,422,0,1
505,Water Supply,Pending,23.27038219813604,77.43245533798495,4,2,0.2790401205202697,158,1,2
506,Streetlight,Cancelled,23.270092873096313,77.42758071796263,2,0,0.27787036378807084,319,0,0
507,Water Supply,Completed,23.26728028771804,77.43334514477368,4,1,0.11616873949431034,158,0,1
508,Waste,Pending,23.271492507132056,77.43083803801873,3,2,0.40661403403029195,478,1,1
509,Pothole,Completed,23.271290968362283,77.42858997628849,1,1,0.34869842256364225,422,0,1
510,Streetlight,Pending,23.27432650944661,77.4298884618447,2,2,0.14656410104260773,319,1,1
511,Waste,Completed,23.269384443530093,77.43111665382504,3,1,0.2733619954262829,478,0,0
512,Waste,Completed,23.27043830065533,77.43015201078283,3,1,0.45178232440441923,478,0,0
513,Streetlight,Cancelled,23.27049876736742,77.4310775119849,2,0,0.34861383648424316,319,0,0
514,Streetlight,Completed,23.27315490655953,77.42815865281385,2,1,0.24036466098487222,319,0,0
515,Pothole,Completed,23.269809408935227,77.43033872164808,1,1,0.44252434389860434,422,0,1
516,Pothole,Completed,23.27055804305154,77.4271725710062,1,1,0.18085367047543718,422,0,1
517,Pothole,Pending,23.271215793019433,77.42977754787731,1,2,0.4405456253043673,422,1,2
518,Waste,Pending,23.270373218246313,77.42819218471708,3,2,0.19749326265802117,478,1,1
519,Pothole,Completed,23.2691071327709,77.42852894011483,1,1,0.3809243449902024,422,0,1
520,Waste,Pending,23.270388179985797,77.43247218635042,3,2,0.283558419335531,478,1,1
521,Waste,Pending,23.27214726349972,77.43218262024119,3,2,0.27440859286755465,478,1,1
522,Water Supply,Completed,23.267946969401176,77.43121827624182,4,1,0.1768901364504353,158,0,1
523,Streetlight,Completed,23.270265939348292,77.42781537447067,2,1,0.2836164367912253,319,0,0
524,Streetlight,Pending,23.26859975837012,77.42936718310062,2,2,0.3085747821111208,319,1,1
525,Pothole,Pending,23.27239009325785,77.43242619539997,1,2,0.1999058517177294,422,1,1
526,Pothole,Pending,23.266953626190432,77.43028343382728,1,2,0.13192232238772003,422,1,1
527,Waste,Completed,23.268882156305455,77.43463865907997,3,1,0.10902916225385015,478,0,0
528,Waste,Pending,23.27075442375013,77.4307866356788,3,2,0.4242384936609329,478,1,1
529,Waste,Completed,23.273131048058467,77.43038409823299,3,1,0.19159738214560876,478,0,0
530,Drainage,Pending,23.269868499477855,77.4293817670716,0,2,0.26417301278287797,223,1,2
531,Streetlight,Completed,23.268889600946615,77.43026708180957,2,1,0.5158888329672546,319,0,0
532,Pothole,Pending,23.27376231413888,77.42969506032725,1,2,0.18832350710686185,422,1,1
533,Pothole,Completed,23.26710397219917,77.43141621735339,1,1,0.14901652131871834,422,0,0
534,Water Supply,Pending,23.26560238808676,77.43191340463359,4,2,0.05121294922893408,158,1,2
535,Waste,Completed,23.270880028900105,77.42842802107899,3,1,0.30376711359992314,478,0,0
536,Waste,Pending,23.268995891551295,77.42733753409289,3,2,0.6094112081455026,478,1,1
537,Pothole,Completed,23.26795753436574,77.4263275892538,1,1,0.1463297157771002,422,0,0
538,Drainage,Completed,23.2714167128946,77.43101598265383,0,1,0.4239946813364148,223,0,1
539,Water Supply,Pending,23.270487601427543,77.42779326678766,4,2,0.3165611238884082,158,1,2
540,Waste,Completed,23.268871842738527,77.4256942188141,3,1,0.11018357242676795,478,0,0
541,Drainage,Pending,23.267439391202657,77.43077715720906,0,2,0.14781123394762719,223,1,1
542,Drainage,Pending,23.27174491465656,77.43498599903488,0,2,0.0860660757122494,223,1,1
543,Waste,Pending,23.271300402355916,77.42998785817693,3,2,0.33633424537979734,478,1,1
544,Pothole,Pending,23.26980164827244,77.4316769815489,1,2,0.21785420568900402,422,1,2
545,Pothole,Completed,23.273693273992095,77.4301636587171,1,1,0.1520406327164847,422,0,0
546,Water Supply,Completed,23.267859830467348,77.42980222069363,4,1,0.24054721999317433,158,0,1
547,Waste,Pending,23.26694894965815,77.43183815296598,3,2,0.11620818088710423,478,1,1
548,Drainage,Pending,23.26861618386024,77.42941945091162,0,2,0.30132028644276315,223,1,2
549,Pothole,Completed,23.26990882796729,77.43053478462815,1,1,0.3156335376991611,422,0,1
550,Streetlight,Cancelled,23.27048667889865,77.43064339561239,2,0,0.2952817367519358,319,0,0
551,Pothole,Completed,23.26951752788429,77.42866381909272,1,1,0.27589489852379523,422,0,1
552,Streetlight,Cancelled,23.270704110793027,77.43198408469908,2,0,0.20043033168797958,319,0,0
553,Drainage,Pending,23.26749692115162,77.42965008048661,0,2,0.1921706225024667,223,1,1
554,Drainage,Pending,23.272887529208145,77.42848850968102,0,2,0.3025245253790562,223,1,1
555,Drainage,Completed,23.269835697643213,77.43107301968715,0,1,0.34230316653295106,223,0,1
556,Waste,Pending,23.272234591663175,77.42820306403642,3,2,0.22235327722984316,478,1,1
557,Streetlight,Completed,23.270685450692756,77.43005636231474,2,1,0.485246969737138,319,0,0
558,Waste,Pending,23.27091350643831,77.42998176200672,3,2,0.2637129848219947,478,1,0
559,Pothole,Completed,23.271139534560465,77.43217179113167,1,1,0.26115310348175075,422,0,1
560,Pothole,Completed,23.27089541712003,77.43094939646576,1,1,0.43855265795191956,422,0,1
561,Pothole,Completed,23.271285445519737,77.42994994608252,1,1,0.3755786697913531,422,0,1
562,Pothole,Pending,23.272658305060265,77.4316355325984,1,2,0.13517111014190478,422,1,1
563,Water Supply,Completed,23.270393042339403,77.43278041509804,4,1,0.24951713907191939,158,0,1
564,Waste,Pending,23.271418007515177,77.43111562061272,3,2,0.40613139934853454,478,1,0
565,Streetlight,Pending,23.269820528611422,77.4300207052397,2,2,0.3192317553573041,319,1,1
566,Pothole,Completed,23.2728802344309,77.42737632753531,1,1,0.17704968267945986,422,0,0
567,Waste,Pending,23.26864721539588,77.42786977267386,3,2,0.24022356615557705,478,1,1
568,Waste,Pending,23.273601880865822,77.4293895505913,3,2,0.14684132245389037,478,1,1
569,Water Supply,Pending,23.26991968409871,77.42878097559569,4,2,0.3702493673620453,158,1,2
570,Drainage,Pending,23.267138449795763,77.42962605739403,0,2,0.13227150169697746,223,1,1
571,Water Supply,Cancelled,23.27025620882982,77.43011329984981,4,0,0.33929400378862834,158,0,1
572,Water Supply,Pending,23.26863789668505,77.43105938550872,4,2,0.31376507440169776,158,1,2
573,Waste,Pending,23.271681287097977,77.42985900244389,3,2,0.200115778608165,478,1,1
574,Pothole,Completed,23.26869475204139,77.43097300328766,1,1,0.30470057247317933,422,0,1
575,Streetlight,Pending,23.26910763313357,77.43012894882963,2,2,0.31967906309786914,319,1,1
576,Pothole,Pending,23.26622091853811,77.4260490668673,1,2,0.03859038198593306,422,1,1
577,Pothole,Pending,23.269095387361503,77.42812132921237,1,2,0.34689848053407013,422,1,1
578,Pothole,Completed,23.26515224134674,77.42971182488856,1,1,0.05194171205712964,422,0,0
579,Streetlight,Completed,23.26683219435303,77.42758061051433,2,1,0.10409272305592594,319,0,0
580,Streetlight,Pending,23.271520829312287,77.43119985746,2,2,0.31965657419295496,319,1,1
581,Waste,Pending,23.2715716003173,77.4330615016647,3,2,0.14798542314912358,478,1,1
582,Pothole,Cancelled,23.27085091512357,77.4324375237034,1,0,0.23070523689633976,422,0,1
583,Streetlight,Pending,23.26806604771374,77.42957311425815,2,2,0.2781252564671883,319,1,1
584,Streetlight,Pending,23.269904577287715,77.43298145227371,2,2,0.1614634724921855,319,1,1
585,Waste,Pending,23.26999279492182,77.43029733491441,3,2,0.6684562137289839,478,1,1
586,Streetlight,Completed,23.267683270621617,77.42932582805777,2,1,0.172891752417151,319,0,0
587,Waste,Completed,23.273006796603532,77.42877319467293,3,1,0.2905344066697311,478,0,0
588,Pothole,Pending,23.27175472458115,77.42939506062703,1,2,0.3957257176490673,422,1,2
589,Drainage,Completed,23.26955807165234,77.42922364636293,0,1,0.2924819987829694,223,0,1
590,Streetlight,Pending,23.27005377167799,77.43034083244476,2,2,0.49611718061195365,319,1,1
591,Waste,Pending,23.270416765615895,77.4303211479621,3,2,0.35491179913038234,478,1,1
592,Streetlight,Completed,23.26591653026315,77.43000609204032,2,1,0.06387606762435204,319,0,0
593,Streetlight,Pending,23.26950564523496,77.4308738763395,2,2,0.27804094009457675,319,1,1
594,Drainage,Pending,23.26863603150401,77.43238129254958,0,2,0.2523267716319611,223,1,1
595,Streetlight,Pending,23.26799675998021,77.43189910827088,2,2,0.18971942630937377,319,1,1
596,Streetlight,Completed,23.269437799414227,77.4270302040631,2,1,0.14055879212372774,319,0,0
597,Pothole,Pending,23.2735953730537,77.4248921577302,1,2,0.027095532880618133,422,1,1
598,Waste,Completed,23.271281685722535,77.43186863982248,3,1,0.17469996515136543,478,0,0
599,Waste,Pending,23.268857642020436,77.42726624260318,3,2,0.5599079396158037,478,1,1
600,Pothole,Completed,23.27114516556271,77.42955046919622,1,1,0.4340460884464975,422,0,0
601,Streetlight,Pending,23.27279871087317,77.4276597739479,2,2,0.16753415333869742,319,1,1
602,Pothole,Completed,23.271849267365827,77.42639603912485,1,1,0.10854016142744462,422,0,0
603,Waste,Pending,23.27011926073984,77.43108292545642,3,2,0.3411057459344949,478,1,1
