ID,Category,Status,Latitude,Longitude,category_encoded,status_encoded,density_score,category_frequency,is_pending,priority_label,cluster_id
290,Streetlight,Pending,23.25865460096036,77.41348852662297,2,2,0.2261592042223786,319,1,1,0
291,Drainage,Pending,23.25948375549928,77.41187806766835,0,2,0.3079851671900977,223,1,1,0
292,Drainage,Completed,23.25891399813068,77.41491865960673,0,1,0.28187453202255,223,0,0,0
293,Pothole,Cancelled,23.25872127048611,77.4104378733448,1,0,0.2720447852507639,422,0,1,0
294,Streetlight,Cancelled,23.26159920419404,77.41383187121389,2,0,0.175334976454591,319,0,1,0
295,Streetlight,Completed,23.26061403097193,77.41378620251594,2,1,0.2979758494189624,319,0,0,0
296,Waste,Completed,23.25851418080948,77.41198090712138,3,1,0.3786057270160912,478,0,0,0
297,Waste,Pending,23.261699199750865,77.41325226604448,3,2,0.3290398758672925,478,1,1,0
298,Waste,Cancelled,23.260514599041752,77.41009777284722,3,0,0.2581691579752605,478,0,0,0
299,Pothole,Cancelled,23.261525724237675,77.41444805403842,1,0,0.2477570215363509,422,0,1,0
300,Streetlight,Pending,23.261159257683847,77.4122301957271,2,2,0.2403579110933456,319,1,1,0
301,Drainage,Pending,23.25824200997815,77.41155455395896,0,2,0.2931360507361281,223,1,2,0
302,Waste,Pending,23.25877963791961,77.41469801845167,3,2,0.5206168921210361,478,1,1,0
303,Waste,Pending,23.261394587210244,77.41119131261891,3,2,0.2841532964142923,478,1,1,0
304,Water Supply,Completed,23.261120740530867,77.40978307740727,4,1,0.1664949764877143,158,0,1,0
305,Waste,Pending,23.25985819681207,77.40948674165296,3,2,0.2217479439920337,478,1,1,0
306,Pothole,Pending,23.260134654766617,77.4138120199027,1,2,0.3365471835403495,422,1,2,0
307,Streetlight,Pending,23.262455329791575,77.410039141295,2,2,0.1683316099393448,319,1,1,0
308,Pothole,Cancelled,23.258716857222325,77.41610958836397,1,0,0.3920041285001587,422,0,1,0
309,Waste,Completed,23.26099419476234,77.40843614118423,3,1,0.1148432311467612,478,0,0,0
310,Waste,Pending,23.25949561469513,77.41599291273658,3,2,0.2437952932506413,478,1,1,0
311,Waste,Pending,23.259464637593545,77.4130220349344,3,2,0.446492472974779,478,1,1,0
312,Streetlight,Cancelled,23.262097553703978,77.41240657377625,2,0,0.2916955892563155,319,0,1,0
313,Pothole,Completed,23.261550832697974,77.41151016182639,1,1,0.264459936665051,422,0,1,0
314,Waste,Pending,23.261527019272,77.4133982722287,3,2,0.3601679527245711,478,1,1,0
315,Streetlight,Pending,23.262510957614307,77.41252473059515,2,2,0.3131992112885428,319,1,1,0
316,Drainage,Pending,23.259942007683264,77.41480660376403,0,2,0.2613791786739463,223,1,2,0
317,Waste,Pending,23.261263905942588,77.41282845529732,3,2,0.2812345102496528,478,1,1,0
318,Pothole,Completed,23.259279466486813,77.41290060352293,1,1,0.3831071725541227,422,0,1,0
319,Streetlight,Cancelled,23.260548332704975,77.41187277557557,2,0,0.3136004900210571,319,0,1,0
320,Waste,Pending,23.259639713891264,77.41248610875256,3,2,0.3724665919408014,478,1,1,0
321,Pothole,Completed,23.260093991929985,77.41321560353778,1,1,0.4443077676765476,422,0,1,0
322,Streetlight,Completed,23.261090314050872,77.40917966321469,2,1,0.2907714513671908,319,0,0,0
323,Drainage,Completed,23.25826355863353,77.40990362915579,0,1,0.1906966832058465,223,0,0,0
324,Drainage,Completed,23.264084774551367,77.41408652818804,0,1,0.0786543883471527,223,0,0,0
325,Streetlight,Pending,23.257887965237,77.41294173087626,2,2,0.2236693166895378,319,1,1,0
326,Streetlight,Pending,23.25747162277442,77.41223203332729,2,2,0.2984464913118576,319,1,1,0
327,Pothole,Completed,23.262216221747,77.41263686786613,1,1,0.4413734772635581,422,0,1,0
328,Streetlight,Pending,23.261483325387925,77.41329516341072,2,2,0.4318777637362901,319,1,1,0
329,Pothole,Pending,23.261148239634103,77.41152048063938,1,2,0.2874940436734424,422,1,2,0
330,Waste,Pending,23.261156691018527,77.4110433905492,3,2,0.3389688684625109,478,1,1,0
331,Streetlight,Cancelled,23.259875506454303,77.4129916905102,2,0,0.3652203253161687,319,0,1,0
332,Streetlight,Completed,23.258105491257027,77.41064325444476,2,1,0.1701337010994701,319,0,0,0
333,Pothole,Completed,23.260051609116385,77.41341650551142,1,1,0.2911507637223374,422,0,2,0
334,Water Supply,Completed,23.258545676576976,77.40919483279153,4,1,0.2917455731865863,158,0,1,0
335,Waste,Completed,23.261850239466835,77.41465831127465,3,1,0.3011347092653407,478,0,1,0
336,Pothole,Completed,23.259605885236994,77.41354519496483,1,1,0.2681296035177198,422,0,1,0
337,Waste,Completed,23.258249005606412,77.41311205946863,3,1,0.2639177381734744,478,0,0,0
338,Drainage,Pending,23.25925722831669,77.41456538196789,0,2,0.231657257535212,223,1,2,0
339,Streetlight,Completed,23.26072586290855,77.41593094888893,2,1,0.1318520923746521,319,0,0,0
340,Pothole,Completed,23.258772550894392,77.41462874013003,1,1,0.4329571350039683,422,0,1,0
341,Streetlight,Completed,23.258255559208862,77.40891825153733,2,1,0.1613323397985153,319,0,0,0
342,Pothole,Pending,23.260387374422983,77.41004084606652,1,2,0.2157978344176874,422,1,2,0
343,Drainage,Pending,23.260389933142218,77.4113503628446,0,2,0.3683212500954538,223,1,2,0
344,Pothole,Pending,23.258886113649258,77.41265218210042,1,2,0.6850794256927146,422,1,2,0
345,Pothole,Completed,23.258957923388763,77.41363531804093,1,1,0.3438860592688177,422,0,1,0
346,Water Supply,Pending,23.26036409987471,77.41114851237369,4,2,0.2770914755592117,158,1,2,0
347,Waste,Pending,23.257003831317004,77.41297353352896,3,2,0.2061917459701958,478,1,1,0
348,Waste,Completed,23.257085072451247,77.41108923413529,3,1,0.1434181615908222,478,0,1,0
349,Streetlight,Pending,23.258463111557493,77.41137696439401,2,2,0.2576243241176111,319,1,1,0
350,Water Supply,Completed,23.259473105696575,77.4097866778063,4,1,0.3346844925980947,158,0,1,0
351,Pothole,Pending,23.260521815131195,77.41075353350777,1,2,0.39854939608209,422,1,2,0
352,Waste,Cancelled,23.2628507124339,77.40989663078877,3,0,0.1411908901375604,478,0,0,0
353,Pothole,Completed,23.261615319246403,77.41064825349405,1,1,0.1845543065710264,422,0,1,0
354,Pothole,Completed,23.259580122940072,77.41470728359322,1,1,0.1721474226064805,422,0,1,0
355,Waste,Pending,23.259861967584193,77.41070120222233,3,2,0.3709432859802486,478,1,1,0
356,Streetlight,Completed,23.257894941270724,77.41786476412967,2,1,0.0554141594108771,319,0,0,0
357,Water Supply,Pending,23.259862973728012,77.41358663580176,4,2,0.3772647533807512,158,1,2,0
358,Pothole,Pending,23.259322682722157,77.41296967224739,1,2,0.500360281165056,422,1,2,0
359,Pothole,Pending,23.260545437120676,77.41088328443963,1,2,0.3202665959332647,422,1,2,0
360,Pothole,Completed,23.258245538112895,77.41400061975881,1,1,0.3296911296461184,422,0,1,0
361,Waste,Pending,23.26093869302848,77.41144872434752,3,2,0.3782119067215101,478,1,1,0
362,Drainage,Pending,23.262965477826004,77.41284401962929,0,2,0.2104583782453065,223,1,1,0
363,Pothole,Pending,23.259682479703084,77.41772016907653,1,2,0.0634335435835825,422,1,1,0
364,Pothole,Completed,23.260703423444195,77.41240788020055,1,1,0.32421194966224,422,0,1,0
365,Streetlight,Completed,23.26128028798342,77.41489854665257,2,1,0.206429035159956,319,0,0,0
366,Pothole,Completed,23.259097559056222,77.41119364714974,1,1,0.2106437503452102,422,0,1,0
367,Streetlight,Completed,23.260348184963615,77.412530023019,2,1,0.550641958130833,319,0,0,0
368,Waste,Pending,23.259925184801563,77.41614160127126,3,2,0.1714085454950986,478,1,1,0
369,Drainage,Completed,23.260095352197094,77.41134606588442,0,1,0.2232851589869075,223,0,1,0
370,Water Supply,Completed,23.25835398043229,77.416224897116,4,1,0.2180906257394562,158,0,1,0
371,Streetlight,Pending,23.259949020348515,77.41401550387091,2,2,0.3010453555009308,319,1,1,0
372,Water Supply,Pending,23.26089599658249,77.4114750664482,4,2,0.4094601885986647,158,1,1,0
373,Waste,Completed,23.26280228721559,77.4138648154781,3,1,0.1387688358768658,478,0,0,0
374,Pothole,Completed,23.26181854165217,77.41454510889925,1,1,0.2924277242849146,422,0,1,0
375,Streetlight,Completed,23.264206364915022,77.41384361992444,2,1,0.0751454823833799,319,0,0,0
376,Streetlight,Pending,23.25836530487422,77.40945955056021,2,2,0.2075180945261444,319,1,1,0
377,Pothole,Completed,23.26164464127344,77.41114572564835,1,1,0.3646863946892518,422,0,1,0
378,Pothole,Completed,23.260266684011476,77.41210496272889,1,1,0.3082408431775039,422,0,1,0
379,Waste,Pending,23.264279605866435,77.4124511331418,3,2,0.0793510696637543,478,1,1,0
380,Pothole,Completed,23.25828340342929,77.4138413441951,1,1,0.4832862510563993,422,0,1,0
381,Waste,Pending,23.258220556315635,77.41295540200187,3,2,0.3004656754688346,478,1,1,0
382,Streetlight,Completed,23.25870121470911,77.40992931128258,2,1,0.2627289699473031,319,0,0,0
383,Waste,Pending,23.25565220855138,77.41336039570201,3,2,0.1134055533214264,478,1,1,0
384,Waste,Cancelled,23.258848489956637,77.41382117149057,3,0,0.3825628115993956,478,0,0,0
385,Streetlight,Completed,23.25838173467689,77.41371958089586,2,1,0.3949740401759762,319,0,0,0
386,Streetlight,Completed,23.260200787572952,77.4147615614511,2,1,0.4176656887050372,319,0,0,0
387,Drainage,Pending,23.260583511951552,77.4142678443091,0,2,0.4449490589369017,223,1,2,0
388,Streetlight,Cancelled,23.26365234167843,77.41351836015845,2,0,0.0876830129074662,319,0,0,0
389,Pothole,Completed,23.26180084767637,77.41245966857709,1,1,0.2253553949893581,422,0,1,0
390,Drainage,Pending,23.258746192688672,77.40927807813297,0,2,0.2075759101761967,223,1,1,0
391,Pothole,Completed,23.2581031706573,77.41345923643826,1,1,0.24229495738112,422,0,1,0
392,Waste,Pending,23.260883838343013,77.41301537537433,3,2,0.2522433278908085,478,1,1,0
393,Streetlight,Completed,23.257259533585955,77.41314315767438,2,1,0.2823419440332364,319,0,0,0
394,Water Supply,Pending,23.263562917531708,77.41004650284836,4,2,0.1140688786637021,158,1,2,0
395,Pothole,Completed,23.26225888024144,77.41043788691918,1,1,0.2174343056040151,422,0,0,0
396,Waste,Pending,23.258961648695788,77.41470630570666,3,2,0.3558343053763127,478,1,1,0
397,Waste,Cancelled,23.256473730941817,77.41252088969229,3,0,0.1303311688699389,478,0,0,0
398,Waste,Pending,23.26260774474833,77.41396300139475,3,2,0.1771504200312882,478,1,1,0
399,Pothole,Cancelled,23.259670920309492,77.41265663675226,1,0,0.3298587225333466,422,0,1,0
400,Streetlight,Completed,23.262375632623947,77.41265951227899,2,1,0.4718615262124778,319,0,0,0
401,Waste,Completed,23.27187656761195,77.4280172153011,3,1,0.1941252489168617,478,0,0,2
402,Water Supply,Completed,23.26896791054357,77.4256932197728,4,1,0.1133777897023647,158,0,1,2
403,Drainage,Pending,23.27019224155388,77.42872207650463,0,2,0.3920395151320574,223,1,2,2
404,Streetlight,Pending,23.26907544942259,77.42735382041319,2,2,0.4265627999265987,319,1,1,2
405,Drainage,Pending,23.269131007545138,77.43328403032028,0,2,0.1905143362275793,223,1,1,2
406,Waste,Completed,23.26938165575306,77.43201963417869,3,1,0.1913940770194358,478,0,0,2
407,Pothole,Completed,23.270444267543265,77.42862369930965,1,1,0.3475622523638473,422,0,1,2
408,Streetlight,Completed,23.269042502756673,77.4345048716107,2,1,0.1223213806328956,319,0,0,2
409,Drainage,Pending,23.272511512251143,77.43196353097399,0,2,0.1761447427773182,223,1,1,2
410,Drainage,Pending,23.26821078539556,77.42935033723299,0,2,0.2233006360674844,223,1,2,2
411,Waste,Pending,23.26962625671168,77.42500118857026,3,2,0.0642862759240252,478,1,1,2
412,Water Supply,Cancelled,23.269120537883452,77.43458188514519,4,0,0.1279334572749318,158,0,1,2
413,Waste,Completed,23.27289395576871,77.42722085506648,3,1,0.1670889322461335,478,0,0,2
414,Drainage,Pending,23.270393109553023,77.42670920250609,0,2,0.1524938453199007,223,1,1,2
415,Water Supply,Completed,23.272063689078937,77.43204514086402,4,1,0.2747909218683838,158,0,1,2
416,Waste,Pending,23.267028879253925,77.43487950481268,3,2,0.0661260475173318,478,1,1,2
417,Streetlight,Cancelled,23.270534100531737,77.43276854563703,2,0,0.2388791390504676,319,0,0,2
418,Waste,Completed,23.271779261591245,77.43112781824011,3,1,0.2531716944815393,478,0,0,2
419,Pothole,Pending,23.27016456797855,77.43118950868333,1,2,0.3164435000069789,422,1,2,2
420,Pothole,Completed,23.27213096075013,77.43170683111757,1,1,0.1956443211539388,422,0,0,2
421,Streetlight,Pending,23.2689654230998,77.43151785717959,2,2,0.312345546715789,319,1,1,2
422,Water Supply,Cancelled,23.27281869488037,77.43056238284795,4,0,0.2112766376455247,158,0,1,2
423,Streetlight,Pending,23.27459779624724,77.43020840220791,2,2,0.128999290207158,319,1,1,2
424,Pothole,Completed,23.26927432287912,77.4298748137442,1,1,0.2396330632960494,422,0,1,2
425,Drainage,Pending,23.269108994957197,77.42849207082227,0,2,0.3678839325466302,223,1,2,2
426,Water Supply,Completed,23.272906768954236,77.42943864984628,4,1,0.1417811597350205,158,0,1,2
427,Waste,Completed,23.273159144291466,77.42661408637161,3,1,0.0794595571919448,478,0,0,2
428,Water Supply,Completed,23.268954279945692,77.42980332074642,4,1,0.3251157884636,158,0,1,2
429,Waste,Completed,23.26915962636581,77.4280228177857,3,1,0.3502207027190837,478,0,0,2
430,Drainage,Completed,23.26943643078228,77.42779282136557,0,1,0.2481849210429896,223,0,1,2
431,Waste,Pending,23.26731109897793,77.43035978830231,3,2,0.1890457656519083,478,1,1,2
432,Waste,Pending,23.26816269610703,77.4327840045727,3,2,0.1107745912193496,478,1,1,2
433,Pothole,Pending,23.267991718466497,77.43183663321201,1,2,0.1973200847597889,422,1,1,2
434,Streetlight,Cancelled,23.268464404869793,77.42685899879277,2,0,0.1622225287474328,319,0,0,2
435,Pothole,Pending,23.269930630225225,77.42802074372686,1,2,0.2101386923378958,422,1,1,2
436,Waste,Completed,23.270468429465073,77.43188154237599,3,1,0.2040997186376324,478,0,0,2
437,Streetlight,Completed,23.273101000985623,77.42803502521294,2,1,0.1944235013771435,319,0,0,2
438,Water Supply,Pending,23.26800329191852,77.42955073370001,4,2,0.294884362347736,158,1,2,2
439,Pothole,Pending,23.271968644796953,77.43110010419805,1,2,0.2853900178823427,422,1,2,2
440,Waste,Pending,23.26957202231155,77.42806331109028,3,2,0.2128156405697193,478,1,1,2
441,Pothole,Completed,23.269901072580694,77.4302107510123,1,1,0.56178109540275,422,0,1,2
442,Waste,Pending,23.271349638984333,77.42733194901017,3,2,0.2014216847720447,478,1,1,2
443,Drainage,Pending,23.267754555956873,77.4287972647121,0,2,0.1196946944307323,223,1,1,2
444,Drainage,Completed,23.270764819492367,77.4306395638683,0,1,0.7206266642372511,223,0,1,2
445,Streetlight,Cancelled,23.270332904416424,77.42681401253294,2,0,0.18246186730262,319,0,0,2
446,Pothole,Pending,23.270984902528017,77.43088094947593,1,2,0.3272502074761683,422,1,2,2
447,Drainage,Pending,23.270578337287816,77.42996072440215,0,2,0.47135744184341,223,1,2,2
448,Streetlight,Pending,23.27491060027982,77.43110497990884,2,2,0.0657202887984094,319,1,1,2
449,Drainage,Completed,23.268724520031498,77.43044782826814,0,1,0.3535218652920854,223,0,1,2
450,Streetlight,Completed,23.268938006089996,77.43272828085995,2,1,0.2416281258020964,319,0,0,2
451,Drainage,Pending,23.26875371894715,77.4302504490053,0,2,0.5473302325642586,223,1,2,2
452,Streetlight,Pending,23.26888904576168,77.42914118891775,2,2,0.1988738935454261,319,1,1,2
453,Pothole,Completed,23.268725225745385,77.43024459500607,1,1,0.5069111498696484,422,0,1,2
454,Water Supply,Completed,23.272378033062218,77.43108659605808,4,1,0.2816703205332237,158,0,1,2
455,Pothole,Pending,23.27284100849598,77.43009772014067,1,2,0.1782905563852556,422,1,1,2
456,Streetlight,Completed,23.2688585074125,77.43008118338241,2,1,0.437120525234382,319,0,0,2
457,Waste,Pending,23.26833528885379,77.4285960166244,3,2,0.1265628919379994,478,1,2,2
458,Streetlight,Pending,23.270942831112773,77.4286741981649,2,2,0.2352835304295341,319,1,1,2
459,Streetlight,Completed,23.26889555391144,77.42719478945641,2,1,0.5384923413229272,319,0,0,2
460,Waste,Completed,23.27126586363551,77.43349915348638,3,1,0.1199799995899103,478,0,0,2
461,Waste,Pending,23.2704058460417,77.42751227352922,3,2,0.4063141276337892,478,1,1,2
462,Streetlight,Cancelled,23.266968511770006,77.42861418960442,2,0,0.1196816170371699,319,0,0,2
463,Drainage,Pending,23.27309501040266,77.42856318546887,0,2,0.2988839143765443,223,1,1,2
464,Pothole,Completed,23.27359175534619,77.4317898487539,1,1,0.1175309103922885,422,0,0,2
465,Waste,Pending,23.268774422619032,77.42941010064342,3,2,0.2870761656447445,478,1,1,2
466,Streetlight,Completed,23.26922459688013,77.43249548414535,2,1,0.1698719786448392,319,0,0,2
467,Waste,Cancelled,23.270571730781448,77.42865301875152,3,0,0.260086920125202,478,0,0,2
468,Pothole,Pending,23.270668913579975,77.43055798832445,1,2,0.4800282905312154,422,1,2,2
469,Waste,Cancelled,23.271317088545345,77.42832930589348,3,0,0.2730743907409613,478,0,0,2
470,Waste,Completed,23.274020409077533,77.43429029825555,3,1,0.0543155463211522,478,0,0,2
471,Waste,Completed,23.26964610554501,77.42762480316195,3,1,0.1826859405253834,478,0,1,2
472,Pothole,Pending,23.268403405510924,77.43061964142046,1,2,0.2319089296592296,422,1,2,2
473,Waste,Completed,23.26724136154397,77.43126755376187,3,1,0.1619257285663901,478,0,2,2
474,Pothole,Completed,23.26853813992011,77.43082759819491,1,1,0.4038555032049222,422,0,1,2
475,Pothole,Pending,23.269933746054253,77.42962942468225,1,2,0.2136283991691329,422,1,2,2
476,Pothole,Cancelled,23.27358911572703,77.42974035860054,1,0,0.1899250734536609,422,0,1,2
477,Pothole,Pending,23.268964777401926,77.43008762294396,1,2,0.430037942668441,422,1,2,2
478,Drainage,Pending,23.270447575903276,77.42970599599676,0,2,0.3710403249522025,223,1,2,2
479,Waste,Pending,23.269967154207855,77.4319277582336,3,2,0.1956176797687042,478,1,1,2
480,Pothole,Completed,23.272376786546896,77.4344210460032,1,1,0.0997516118215944,422,0,0,2
481,Waste,Completed,23.275053864851746,77.42888501642999,3,1,0.0523533442307807,478,0,0,2
482,Waste,Pending,23.26893826245416,77.42726039404084,3,2,0.7346143038500288,478,1,1,2
483,Streetlight,Cancelled,23.269021121114964,77.4298234359033,2,0,0.3394874525336468,319,0,0,2
484,Streetlight,Pending,23.272088321754136,77.43515941867531,2,2,0.0962355938933428,319,1,1,2
485,Drainage,Pending,23.271363782979257,77.42839265086407,0,2,0.2837976558315948,223,1,2,2
486,Streetlight,Pending,23.273693414651472,77.43327823361089,2,2,0.0995826874942947,319,1,1,2
487,Water Supply,Completed,23.271167856370653,77.43335540162816,4,1,0.1356519166183134,158,0,1,2
488,Waste,Cancelled,23.269281415818423,77.42889282351659,3,0,0.3587219561970015,478,0,0,2
489,Waste,Completed,23.271181309661383,77.43113796615837,3,1,0.2602905296435044,478,0,0,2
490,Waste,Completed,23.272217407161165,77.43325679324626,3,1,0.1125844218840821,478,0,0,2
491,Waste,Pending,23.27164096436239,77.42924174451804,3,2,0.2709129038764544,478,1,1,2
492,Pothole,Completed,23.271014548062215,77.4295928392798,1,1,0.5169271308736798,422,0,1,2
493,Streetlight,Completed,23.272133349379175,77.42883663817211,2,1,0.1900103023204368,319,0,0,2
494,Waste,Pending,23.27233859118089,77.42797048653863,3,2,0.1844967292234543,478,1,1,2
495,Water Supply,Pending,23.272764317982073,77.42870144490988,4,2,0.3514170976571089,158,1,2,2
496,Drainage,Completed,23.27129741977518,77.42755211946648,0,1,0.1630227736246603,223,0,1,2
497,Waste,Pending,23.269665763839367,77.43006816693652,3,2,0.2845643386449903,478,1,1,2
498,Waste,Completed,23.270293427372867,77.42846005353789,3,1,0.2825567041872102,478,0,0,2
499,Waste,Pending,23.272413017933015,77.43046757182358,3,2,0.2349840405428309,478,1,1,2
500,Waste,Pending,23.268366128658027,77.4268882087076,3,2,0.1530118964688119,478,1,1,2
501,Waste,Completed,23.270737346617747,77.43066176046443,3,1,0.7004873055962393,478,0,0,2
502,Pothole,Pending,23.269213322375347,77.43166705792322,1,2,0.3872323774512572,422,1,2,2
503,Waste,Completed,23.27005748964587,77.42601252871486,3,1,0.0739239579389198,478,0,0,2
504,Pothole,Completed,23.272556903725217,77.4307481131397,1,1,0.2410036264314887,422,0,1,2
505,Water Supply,Pending,23.27038219813604,77.43245533798495,4,2,0.2790401205202697,158,1,2,2
506,Streetlight,Cancelled,23.270092873096313,77.42758071796263,2,0,0.2778703637880708,319,0,0,2
507,Water Supply,Completed,23.26728028771804,77.43334514477368,4,1,0.1161687394943103,158,0,1,2
508,Waste,Pending,23.271492507132056,77.43083803801873,3,2,0.4066140340302919,478,1,1,2
509,Pothole,Completed,23.271290968362283,77.42858997628849,1,1,0.3486984225636422,422,0,1,2
510,Streetlight,Pending,23.27432650944661,77.4298884618447,2,2,0.1465641010426077,319,1,1,2
511,Waste,Completed,23.269384443530093,77.43111665382504,3,1,0.2733619954262829,478,0,0,2
512,Waste,Completed,23.27043830065533,77.43015201078283,3,1,0.4517823244044192,478,0,0,2
513,Streetlight,Cancelled,23.27049876736742,77.4310775119849,2,0,0.3486138364842431,319,0,0,2
514,Streetlight,Completed,23.27315490655953,77.42815865281385,2,1,0.2403646609848722,319,0,0,2
515,Pothole,Completed,23.269809408935227,77.43033872164808,1,1,0.4425243438986043,422,0,1,2
516,Pothole,Completed,23.27055804305154,77.4271725710062,1,1,0.1808536704754371,422,0,1,2
517,Pothole,Pending,23.271215793019433,77.42977754787731,1,2,0.4405456253043673,422,1,2,2
518,Waste,Pending,23.270373218246313,77.42819218471708,3,2,0.1974932626580211,478,1,1,2
519,Pothole,Completed,23.2691071327709,77.42852894011483,1,1,0.3809243449902024,422,0,1,2
520,Waste,Pending,23.270388179985797,77.43247218635042,3,2,0.283558419335531,478,1,1,2
521,Waste,Pending,23.27214726349972,77.43218262024119,3,2,0.2744085928675546,478,1,1,2
522,Water Supply,Completed,23.267946969401176,77.43121827624182,4,1,0.1768901364504353,158,0,1,2
523,Streetlight,Completed,23.270265939348292,77.42781537447067,2,1,0.2836164367912253,319,0,0,2
524,Streetlight,Pending,23.26859975837012,77.42936718310062,2,2,0.3085747821111208,319,1,1,2
525,Pothole,Pending,23.27239009325785,77.43242619539997,1,2,0.1999058517177294,422,1,1,2
526,Pothole,Pending,23.266953626190432,77.43028343382728,1,2,0.13192232238772,422,1,1,2
527,Waste,Completed,23.268882156305455,77.43463865907997,3,1,0.1090291622538501,478,0,0,2
528,Waste,Pending,23.27075442375013,77.4307866356788,3,2,0.4242384936609329,478,1,1,2
529,Waste,Completed,23.273131048058467,77.43038409823299,3,1,0.1915973821456087,478,0,0,2
530,Drainage,Pending,23.269868499477855,77.4293817670716,0,2,0.2641730127828779,223,1,2,2
531,Streetlight,Completed,23.268889600946615,77.43026708180957,2,1,0.5158888329672546,319,0,0,2
532,Pothole,Pending,23.27376231413888,77.42969506032725,1,2,0.1883235071068618,422,1,1,2
533,Pothole,Completed,23.26710397219917,77.43141621735339,1,1,0.1490165213187183,422,0,0,2
534,Water Supply,Pending,23.26560238808676,77.43191340463359,4,2,0.051212949228934,158,1,2,2
535,Waste,Completed,23.270880028900105,77.42842802107899,3,1,0.3037671135999231,478,0,0,2
536,Waste,Pending,23.268995891551295,77.42733753409289,3,2,0.6094112081455026,478,1,1,2
537,Pothole,Completed,23.26795753436574,77.4263275892538,1,1,0.1463297157771002,422,0,0,2
538,Drainage,Completed,23.2714167128946,77.43101598265383,0,1,0.4239946813364148,223,0,1,2
539,Water Supply,Pending,23.270487601427543,77.42779326678766,4,2,0.3165611238884082,158,1,2,2
540,Waste,Completed,23.268871842738527,77.4256942188141,3,1,0.1101835724267679,478,0,0,2
541,Drainage,Pending,23.267439391202657,77.43077715720906,0,2,0.1478112339476271,223,1,1,2
542,Drainage,Pending,23.27174491465656,77.43498599903488,0,2,0.0860660757122494,223,1,1,2
543,Waste,Pending,23.271300402355916,77.42998785817693,3,2,0.3363342453797973,478,1,1,2
544,Pothole,Pending,23.26980164827244,77.4316769815489,1,2,0.217854205689004,422,1,2,2
545,Pothole,Completed,23.273693273992095,77.4301636587171,1,1,0.1520406327164847,422,0,0,2
546,Water Supply,Completed,23.267859830467348,77.42980222069363,4,1,0.2405472199931743,158,0,1,2
547,Waste,Pending,23.26694894965815,77.43183815296598,3,2,0.1162081808871042,478,1,1,2
548,Drainage,Pending,23.26861618386024,77.42941945091162,0,2,0.3013202864427631,223,1,2,2
549,Pothole,Completed,23.26990882796729,77.43053478462815,1,1,0.3156335376991611,422,0,1,2
550,Streetlight,Cancelled,23.27048667889865,77.43064339561239,2,0,0.2952817367519358,319,0,0,2
551,Pothole,Completed,23.26951752788429,77.42866381909272,1,1,0.2758948985237952,422,0,1,2
552,Streetlight,Cancelled,23.270704110793027,77.43198408469908,2,0,0.2004303316879795,319,0,0,2
553,Drainage,Pending,23.26749692115162,77.42965008048661,0,2,0.1921706225024667,223,1,1,2
554,Drainage,Pending,23.272887529208145,77.42848850968102,0,2,0.3025245253790562,223,1,1,2
555,Drainage,Completed,23.269835697643213,77.43107301968715,0,1,0.342303166532951,223,0,1,2
556,Waste,Pending,23.272234591663175,77.42820306403642,3,2,0.2223532772298431,478,1,1,2
557,Streetlight,Completed,23.270685450692756,77.43005636231474,2,1,0.485246969737138,319,0,0,2
558,Waste,Pending,23.27091350643831,77.42998176200672,3,2,0.2637129848219947,478,1,0,2
559,Pothole,Completed,23.271139534560465,77.43217179113167,1,1,0.2611531034817507,422,0,1,2
560,Pothole,Completed,23.27089541712003,77.43094939646576,1,1,0.4385526579519195,422,0,1,2
561,Pothole,Completed,23.271285445519737,77.42994994608252,1,1,0.3755786697913531,422,0,1,2
562,Pothole,Pending,23.272658305060265,77.4316355325984,1,2,0.1351711101419047,422,1,1,2
563,Water Supply,Completed,23.270393042339403,77.43278041509804,4,1,0.2495171390719193,158,0,1,2
564,Waste,Pending,23.271418007515177,77.43111562061272,3,2,0.4061313993485345,478,1,0,2
565,Streetlight,Pending,23.269820528611422,77.4300207052397,2,2,0.3192317553573041,319,1,1,2
566,Pothole,Completed,23.2728802344309,77.42737632753531,1,1,0.1770496826794598,422,0,0,2
567,Waste,Pending,23.26864721539588,77.42786977267386,3,2,0.240223566155577,478,1,1,2
568,Waste,Pending,23.273601880865822,77.4293895505913,3,2,0.1468413224538903,478,1,1,2
569,Water Supply,Pending,23.26991968409871,77.42878097559569,4,2,0.3702493673620453,158,1,2,2
570,Drainage,Pending,23.267138449795763,77.42962605739403,0,2,0.1322715016969774,223,1,1,2
571,Water Supply,Cancelled,23.27025620882982,77.43011329984981,4,0,0.3392940037886283,158,0,1,2
572,Water Supply,Pending,23.26863789668505,77.43105938550872,4,2,0.3137650744016977,158,1,2,2
573,Waste,Pending,23.271681287097977,77.42985900244389,3,2,0.200115778608165,478,1,1,2
574,Pothole,Completed,23.26869475204139,77.43097300328766,1,1,0.3047005724731793,422,0,1,2
575,Streetlight,Pending,23.26910763313357,77.43012894882963,2,2,0.3196790630978691,319,1,1,2
576,Pothole,Pending,23.26622091853811,77.4260490668673,1,2,0.038590381985933,422,1,1,2
577,Pothole,Pending,23.269095387361503,77.42812132921237,1,2,0.3468984805340701,422,1,1,2
578,Pothole,Completed,23.26515224134674,77.42971182488856,1,1,0.0519417120571296,422,0,0,2
