ID,Category,Status,Latitude,Longitude
514,Streetlight,Completed,23.273154906559526,77.42815865281385
515,Pothole,Completed,23.269809408935227,77.43033872164808
516,Pothole,Completed,23.27055804305154,77.4271725710062
517,Pothole,Pending,23.271215793019433,77.42977754787731
518,Waste,Pending,23.270373218246313,77.42819218471708
519,Pothole,Completed,23.2691071327709,77.42852894011483
520,Waste,Pending,23.270388179985797,77.43247218635042
521,Waste,Pending,23.27214726349972,77.43218262024119
522,Water Supply,Completed,23.267946969401176,77.43121827624182
523,Streetlight,Completed,23.270265939348292,77.42781537447067
524,Streetlight,Pending,23.268599758370122,77.42936718310062
525,Pothole,Pending,23.27239009325785,77.43242619539997
526,Pothole,Pending,23.266953626190432,77.43028343382728
527,Waste,Completed,23.268882156305455,77.43463865907997
528,Waste,Pending,23.27075442375013,77.4307866356788
529,Waste,Completed,23.273131048058467,77.43038409823299
530,Drainage,Pending,23.269868499477855,77.4293817670716
531,Streetlight,Completed,23.268889600946615,77.43026708180957
532,Pothole,Pending,23.27376231413888,77.42969506032725
533,Pothole,Completed,23.267103972199166,77.43141621735339
534,Water Supply,Pending,23.26560238808676,77.43191340463359
535,Waste,Completed,23.270880028900105,77.42842802107899
536,Waste,Pending,23.268995891551295,77.42733753409289
537,Pothole,Completed,23.26795753436574,77.4263275892538
538,Drainage,Completed,23.2714167128946,77.43101598265383
539,Water Supply,Pending,23.270487601427543,77.42779326678766
540,Waste,Completed,23.268871842738527,77.4256942188141
541,Drainage,Pending,23.267439391202657,77.43077715720906
542,Drainage,Pending,23.27174491465656,77.43498599903488
543,Waste,Pending,23.271300402355916,77.42998785817693
544,Pothole,Pending,23.26980164827244,77.4316769815489
545,Pothole,Completed,23.273693273992095,77.4301636587171
546,Water Supply,Completed,23.267859830467348,77.42980222069363
547,Waste,Pending,23.26694894965815,77.43183815296598
548,Drainage,Pending,23.26861618386024,77.42941945091162
549,Pothole,Completed,23.26990882796729,77.43053478462815
550,Streetlight,Cancelled,23.270486678898646,77.43064339561239
551,Pothole,Completed,23.269517527884286,77.42866381909272
552,Streetlight,Cancelled,23.270704110793027,77.43198408469908
553,Drainage,Pending,23.26749692115162,77.42965008048661
554,Drainage,Pending,23.272887529208145,77.42848850968102
555,Drainage,Completed,23.269835697643213,77.43107301968715
556,Waste,Pending,23.272234591663175,77.42820306403642
557,Streetlight,Completed,23.270685450692756,77.43005636231474
558,Waste,Pending,23.27091350643831,77.42998176200672
559,Pothole,Completed,23.271139534560465,77.43217179113167
560,Pothole,Completed,23.270895417120034,77.43094939646576
561,Pothole,Completed,23.271285445519734,77.42994994608252
562,Pothole,Pending,23.272658305060265,77.4316355325984
563,Water Supply,Completed,23.270393042339403,77.43278041509804
564,Waste,Pending,23.271418007515177,77.43111562061272
565,Streetlight,Pending,23.269820528611426,77.4300207052397
566,Pothole,Completed,23.2728802344309,77.42737632753531
567,Waste,Pending,23.26864721539588,77.42786977267386
568,Waste,Pending,23.273601880865822,77.4293895505913
569,Water Supply,Pending,23.26991968409871,77.42878097559569
570,Drainage,Pending,23.267138449795763,77.42962605739403
571,Water Supply,Cancelled,23.27025620882982,77.43011329984981
572,Water Supply,Pending,23.26863789668505,77.43105938550872
573,Waste,Pending,23.271681287097977,77.42985900244389
574,Pothole,Completed,23.268694752041394,77.43097300328766
575,Streetlight,Pending,23.26910763313357,77.43012894882963
576,Pothole,Pending,23.26622091853811,77.4260490668673
577,Pothole,Pending,23.269095387361503,77.42812132921237
578,Pothole,Completed,23.26515224134674,77.42971182488856
579,Streetlight,Completed,23.26683219435303,77.42758061051433
580,Streetlight,Pending,23.271520829312287,77.43119985746
581,Waste,Pending,23.2715716003173,77.4330615016647
582,Pothole,Cancelled,23.27085091512357,77.4324375237034
583,Streetlight,Pending,23.26806604771374,77.42957311425815
584,Streetlight,Pending,23.269904577287715,77.43298145227371
585,Waste,Pending,23.26999279492182,77.43029733491441
586,Streetlight,Completed,23.267683270621614,77.42932582805777
587,Waste,Completed,23.273006796603532,77.42877319467293
588,Pothole,Pending,23.27175472458115,77.42939506062703
589,Drainage,Completed,23.26955807165234,77.42922364636293
590,Streetlight,Pending,23.27005377167799,77.43034083244476
591,Waste,Pending,23.270416765615895,77.4303211479621
592,Streetlight,Completed,23.26591653026315,77.43000609204032
593,Streetlight,Pending,23.269505645234958,77.4308738763395
594,Drainage,Pending,23.268636031504006,77.43238129254958
595,Streetlight,Pending,23.26799675998021,77.43189910827088
596,Streetlight,Completed,23.269437799414227,77.4270302040631
597,Pothole,Pending,23.2735953730537,77.4248921577302
598,Waste,Completed,23.271281685722535,77.43186863982248
599,Waste,Pending,23.268857642020436,77.42726624260318
600,Pothole,Completed,23.27114516556271,77.42955046919622
601,Streetlight,Pending,23.27279871087317,77.4276597739479
602,Pothole,Completed,23.271849267365827,77.42639603912485
603,Waste,Pending,23.27011926073984,77.43108292545642
604,Waste,Cancelled,23.268706126444588,77.43151831032061
605,Pothole,Pending,23.271396446627225,77.42884697919855
606,Waste,Pending,23.270786970770843,77.42481791541572
607,Streetlight,Completed,23.271790386440056,77.4289075111035
608,Waste,Pending,23.271270343603362,77.43078360801081
609,Streetlight,Pending,23.272099105430637,77.42704217686246
610,Water Supply,Cancelled,23.26892952957688,77.43036671983957
611,Waste,Cancelled,23.272634788131267,77.42996938030166
612,Pothole,Pending,23.270395199209386,77.4311585829992
613,Waste,Cancelled,23.27415052174525,77.43023916073683
614,Streetlight,Completed,23.26862162436382,77.42805386211825
615,Streetlight,Pending,23.27347192760633,77.43239314300334
616,Pothole,Completed,23.270395821566925,77.42968294085395
617,Pothole,Completed,23.26869716399277,77.42994539092099
618,Drainage,Cancelled,23.26903222833189,77.42813346408187
619,Waste,Pending,23.26935930538361,77.42911343549763
620,Waste,Completed,23.270848331892804,77.42823039457195
621,Drainage,Pending,23.271045670976072,77.42965410788015
622,Streetlight,Pending,23.268852599992123,77.4334234169603
623,Drainage,Pending,23.269951290815477,77.42725619771414
624,Streetlight,Cancelled,23.274284540717222,77.42677287720426
625,Drainage,Completed,23.273455086340203,77.43294234065499
626,Pothole,Completed,23.27087264733935,77.4295813526457
627,Streetlight,Completed,23.270076006956337,77.42866185452269
628,Water Supply,Pending,23.270240062653436,77.4320798093748
629,Streetlight,Pending,23.27122703594546,77.42878876892053
630,Waste,Pending,23.267954414869603,77.4336520194271
631,Waste,Pending,23.269485246925154,77.43135585174268
632,Waste,Completed,23.266662831852244,77.42902417718372
633,Waste,Pending,23.27079844624521,77.43431461642653
634,Pothole,Pending,23.271294391879405,77.428788570154
635,Streetlight,Pending,23.2690336270754,77.43148419074403
636,Streetlight,Pending,23.27314797352658,77.43059858516082
637,Pothole,Completed,23.267548468673994,77.4326034825788
638,Streetlight,Cancelled,23.26707125023958,77.43312302239346
639,Waste,Completed,23.27044890363712,77.43006400829813
640,Waste,Completed,23.272094196605224,77.42849316425931
641,Waste,Pending,23.273367855382915,77.43091994428589
642,Pothole,Pending,23.26908223147426,77.4286445692605
643,Waste,Pending,23.272157361666864,77.43402677449507
644,Waste,Completed,23.269922983060997,77.43027307066217
645,Pothole,Completed,23.269654745400118,77.42926935689738
646,Drainage,Pending,23.27176731987497,77.43036936061173
647,Waste,Pending,23.271304645756825,77.42730574742095
648,Streetlight,Completed,23.26684721568603,77.42805677192298
649,Streetlight,Completed,23.272953080699452,77.4324008278159
650,Drainage,Cancelled,23.272760182708293,77.42868621144207
651,Water Supply,Completed,23.26874887459698,77.42790617803465
652,Waste,Pending,23.270791607066876,77.43107330550507
653,Waste,Pending,23.270988060372567,77.43237140830934
654,Drainage,Pending,23.27052134753165,77.43143790662134
655,Pothole,Pending,23.268899389692308,77.43199209537161
656,Streetlight,Pending,23.268656753264125,77.42848640982287
657,Streetlight,Completed,23.269948891858018,77.42715637866652
658,Streetlight,Completed,23.27234545803852,77.43300266730392
659,Water Supply,Pending,23.27108720030919,77.42935464032232
660,Water Supply,Completed,23.269258771335828,77.4294983339671
661,Streetlight,Pending,23.271543397421297,77.4326563882837
662,Waste,Pending,23.26430291475874,77.43111246001881
663,Drainage,Pending,23.272297531400742,77.43091177554417
664,Waste,Pending,23.26652057244244,77.43433000468981
665,Waste,Pending,23.269275118117193,77.42871296353924
666,Drainage,Pending,23.267760660210747,77.43185568025616
667,Waste,Pending,23.267410637048556,77.4301140262498
668,Waste,Cancelled,23.272321653574757,77.43053718455774
669,Waste,Pending,23.269064597597374,77.43305693685284
670,Drainage,Pending,23.270693007763462,77.43101567151258
671,Pothole,Pending,23.26990615884224,77.4310765921581
672,Streetlight,Completed,23.270954081654445,77.43214501467463
673,Waste,Pending,23.27015364378212,77.42927009454093
674,Drainage,Completed,23.267434015551622,77.42832158066533
675,Drainage,Pending,23.271992533638894,77.42791038161197
676,Pothole,Completed,23.269012486833677,77.42606728682125
677,Pothole,Completed,23.26688683620268,77.43411241425989
678,Waste,Pending,23.269143769678067,77.42779358326857
679,Water Supply,Pending,23.273001519581268,77.42955749275283
680,Streetlight,Pending,23.271700443484228,77.42944637340022
681,Water Supply,Completed,23.269302695731184,77.43061481339562
682,Pothole,Pending,23.269301484591363,77.43163147442509
683,Drainage,Pending,23.269356729897567,77.43172094697672
684,Drainage,Cancelled,23.27415349596712,77.42883384512287
685,Streetlight,Pending,23.270763870904464,77.42966575657243
686,Water Supply,Completed,23.27086008329438,77.43056515990098
687,Pothole,Completed,23.272060566908063,77.42950261774764
688,Waste,Pending,23.27047757831805,77.43321469115205
689,Streetlight,Pending,23.269481915708358,77.43098194990328
690,Streetlight,Pending,23.26960730030183,77.43146975557211
691,Streetlight,Completed,23.26985679748117,77.43132576253734
692,Waste,Completed,23.26992555552698,77.43234694771498
693,Pothole,Completed,23.271455259087272,77.43036204311741
694,Pothole,Cancelled,23.270103891771615,77.4274063361041
695,Pothole,Completed,23.27146528015443,77.43079937590352
696,Streetlight,Pending,23.269838566839784,77.42869728621243
697,Streetlight,Pending,23.270157270380633,77.42894276663651
698,Waste,Completed,23.266003598630935,77.43117272803752
699,Pothole,Pending,23.271832655349403,77.43247656614287
700,Waste,Pending,23.270692976951796,77.43004254315348
701,Waste,Completed,23.271996020219717,77.4306176660252
702,Drainage,Pending,23.264207489243613,77.43340442988928
703,Water Supply,Cancelled,23.274176749409563,77.43048150635899
704,Pothole,Completed,23.26972082074369,77.43520336622836
705,Drainage,Pending,23.272216365633476,77.43113101929127
706,Drainage,Cancelled,23.267920188145748,77.4264784744817
707,Drainage,Pending,23.271225547810126,77.43150668324222
708,Waste,Pending,23.267893168873652,77.43076231676977
709,Water Supply,Completed,23.26875246207861,77.43257950550817
710,Pothole,Pending,23.273828062707732,77.43134636270254
711,Pothole,Completed,23.269618635198473,77.42972308803203
712,Waste,Pending,23.27043486574636,77.42755140352743
713,Pothole,Completed,23.27174013546138,77.42958195348544
714,Waste,Pending,23.270991363775945,77.42829895909159
715,Waste,Completed,23.270300837810286,77.4288389531004
716,Pothole,Completed,23.270729922004932,77.43117715680884
717,Drainage,Pending,23.274806831170476,77.43333980900871
718,Drainage,Pending,23.269884762405933,77.43078934305966
719,Pothole,Pending,23.27040219809343,77.42760823387593
720,Drainage,Pending,23.272101308792013,77.43088920533644
721,Drainage,Completed,23.272211051865916,77.43239326297329
722,Drainage,Completed,23.27237406061112,77.42878043419137
723,Waste,Pending,23.271277460444058,77.42973196566666
724,Streetlight,Pending,23.26771399017454,77.43002937638947
725,Water Supply,Pending,23.273266863064602,77.42843020337384
726,Streetlight,Completed,23.26770730921396,77.4312965608677
727,Pothole,Pending,23.270605270930478,77.4297581037028
728,Pothole,Cancelled,23.26849144829996,77.43083906488782
729,Streetlight,Completed,23.269871723306814,77.4282250156444
730,Pothole,Pending,23.270657524820606,77.42912508339936
731,Waste,Pending,23.2706427144309,77.43144476271566
732,Pothole,Cancelled,23.27084384150847,77.42925433369582
733,Drainage,Pending,23.273227422538117,77.43345392770247
734,Drainage,Pending,23.270907068603027,77.42920072762878
735,Waste,Pending,23.26951168672942,77.43044936945151
736,Water Supply,Completed,23.271928174336576,77.43186518166375
737,Pothole,Completed,23.27237894097785,77.42716326853414
738,Streetlight,Completed,23.267544784369726,77.42647838237605
739,Drainage,Completed,23.2711948001397,77.42694868737087
740,Drainage,Completed,23.27140234548462,77.43252516820687
741,Water Supply,Cancelled,23.26940487299328,77.42889628370823
742,Pothole,Pending,23.272751413626622,77.43511639857134
743,Drainage,Pending,23.269699888825933,77.42887150480269
744,Waste,Completed,23.270251152906944,77.4303691026064
745,Streetlight,Completed,23.269653856351432,77.43308421990514
746,Streetlight,Completed,23.27003115809516,77.43401218577633
747,Streetlight,Pending,23.267807449826208,77.43412300715327
748,Waste,Completed,23.26711989823481,77.43241673246119
749,Drainage,Completed,23.27318901012645,77.43204812505164
750,Waste,Pending,23.268306077303365,77.4311850538984
751,Waste,Pending,23.251556722152333,77.4038023813715
752,Streetlight,Pending,23.24889762856734,77.39987867837237
753,Pothole,Pending,23.248363602233155,77.39858318646618
754,Drainage,Pending,23.24999325108518,77.39697257121477
755,Pothole,Completed,23.24965963075495,77.3963937206475
756,Waste,Pending,23.249093543901346,77.396831728114
757,Drainage,Completed,23.251392774894914,77.40053425330203
758,Pothole,Completed,23.25191061041714,77.40101745004647
759,Waste,Completed,23.250176813772583,77.39683761859594
760,Streetlight,Pending,23.252955060162112,77.40179007662816
761,Pothole,Pending,23.247716621771733,77.39903387789664
762,Streetlight,Completed,23.24961268108144,77.40029358602398
763,Pothole,Pending,23.248566355358793,77.40322444125651
764,Drainage,Cancelled,23.246266926765855,77.40179367863173
765,Drainage,Completed,23.249834638628315,77.39946293870419
766,Streetlight,Completed,23.24975650498323,77.39821761554917
767,Waste,Cancelled,23.253026899486485,77.39569636919735
768,Drainage,Pending,23.25126162336911,77.39856169336151
769,Streetlight,Pending,23.24795162635134,77.39957773952236
770,Streetlight,Completed,23.25370818513267,77.3980256409457
771,Pothole,Pending,23.25244206739105,77.39973748606582
772,Drainage,Cancelled,23.251164195406936,77.40015370376592
773,Streetlight,Pending,23.2495470318023,77.3995502880364
774,Waste,Pending,23.248081121526553,77.39869999483835
775,Pothole,Completed,23.24925558644786,77.40033730934394
776,Drainage,Completed,23.25217749723941,77.40088388129915
777,Waste,Pending,23.253769172611868,77.39781920184512
778,Water Supply,Pending,23.253086487056546,77.4028218647595
779,Streetlight,Completed,23.249022301156426,77.39980282373544
780,Streetlight,Pending,23.24776076513342,77.4000376992459
781,Waste,Completed,23.25028177249382,77.40141642884652
782,Waste,Pending,23.246463121268874,77.40046643226253
783,Water Supply,Completed,23.25064633542837,77.40190627326783
784,Waste,Completed,23.2497047948274,77.40057424833041
785,Drainage,Pending,23.249067926996265,77.39877512525072
786,Pothole,Completed,23.246810593865465,77.40072300705042
787,Waste,Completed,23.25102720021314,77.39771254758537
788,Waste,Pending,23.248934598320677,77.40021711941156
789,Pothole,Cancelled,23.24766016632858,77.39993354001872
790,Water Supply,Completed,23.244255475573436,77.39958376628546
791,Pothole,Pending,23.249944970189897,77.39974292497713
792,Pothole,Pending,23.25354450319334,77.39623630190901
793,Pothole,Cancelled,23.253322518429094,77.39890255018453
794,Pothole,Pending,23.24908580748683,77.40018568980229
795,Pothole,Completed,23.248795575879278,77.400319712784
796,Drainage,Completed,23.25093754851215,77.39794464971816
797,Pothole,Pending,23.248003229121622,77.40253141568174
798,Pothole,Pending,23.250603583799638,77.39826765030358
799,Waste,Completed,23.25153216055677,77.40193891440106
800,Water Supply,Pending,23.25245386644777,77.40085438872374
801,Waste,Completed,23.24979969184704,77.39870754538032
802,Waste,Pending,23.249592652499647,77.40355062178523
803,Streetlight,Completed,23.248244034826488,77.39761272633649
804,Streetlight,Completed,23.24834623929192,77.40183830834722
805,Pothole,Pending,23.249547042216197,77.40200116463609
806,Pothole,Completed,23.250734731013633,77.39865875958185
807,Drainage,Pending,23.251827169252465,77.40278493060013
808,Waste,Pending,23.24839364209864,77.3994999069708
809,Drainage,Pending,23.252985377137918,77.40057738725856
810,Streetlight,Completed,23.249457752797916,77.40052064367755
811,Pothole,Pending,23.249957265411304,77.39973138251706
812,Pothole,Completed,23.248505576641705,77.40162161654632
813,Waste,Completed,23.245151519479453,77.40158697744111
814,Drainage,Pending,23.251768090792723,77.39650293605352
815,Pothole,Pending,23.251473687794185,77.40260868048576
816,Pothole,Cancelled,23.249437344885763,77.39667501602393
817,Streetlight,Completed,23.25013398143445,77.40206509240869
818,Water Supply,Completed,23.25103187843541,77.40225341027366
819,Pothole,Completed,23.246874908286227,77.39781806713958
820,Water Supply,Pending,23.248941894645306,77.3991783714241
821,Pothole,Completed,23.251588529359243,77.39778859066304
822,Waste,Pending,23.24749142115366,77.39957015793942
823,Waste,Pending,23.250587115864334,77.39938393143163
824,Pothole,Pending,23.247286836390753,77.40155932106454
825,Waste,Pending,23.250932859964866,77.40262061749225
826,Waste,Pending,23.249928717035406,77.40279136762159
827,Water Supply,Cancelled,23.24676973636819,77.39887566394685
828,Drainage,Pending,23.252329478708916,77.39958155625251
829,Streetlight,Completed,23.248530816846404,77.39663312361556
830,Waste,Pending,23.24837949512597,77.39838825986702
831,Waste,Pending,23.250401138394462,77.4019297032662
832,Waste,Completed,23.252297274698858,77.4032311656471
833,Streetlight,Completed,23.247968356362044,77.39753130225624
834,Water Supply,Completed,23.250123359699696,77.3988150714817
835,Pothole,Pending,23.25085763300066,77.39994718848608
836,Waste,Completed,23.251386211214527,77.40056032231765
837,Pothole,Pending,23.250352883110555,77.39838079296017
838,Pothole,Pending,23.249265944321834,77.40084812208893
839,Pothole,Completed,23.248344819558703,77.39905232130586
840,Streetlight,Pending,23.25017228776609,77.39997109545826
841,Streetlight,Pending,23.24785572197603,77.40109256849601
842,Waste,Completed,23.24415729903301,77.40001284453963
843,Waste,Completed,23.250873119608315,77.39912722821896
844,Water Supply,Completed,23.25180786968217,77.39978078039215
845,Waste,Pending,23.245274135128916,77.3998232740816
846,Waste,Pending,23.24798053859058,77.39925997794025
847,Waste,Pending,23.25123830852201,77.39948240787467
848,Waste,Cancelled,23.254114990939424,77.40319729434101
849,Pothole,Completed,23.25004158741535,77.40112183889589
850,Drainage,Completed,23.24854399411754,77.39940903936395
851,Pothole,Pending,23.24963420711779,77.40139390880903
852,Pothole,Completed,23.252749752838298,77.3993323610205
853,Streetlight,Pending,23.24870807164175,77.40234624927518
854,Pothole,Completed,23.2484016159867,77.4007392843844
855,Drainage,Cancelled,23.249034512955635,77.399785395712
856,Drainage,Cancelled,23.248093342783484,77.40089543385163
857,Waste,Pending,23.250245340631988,77.39685824769587
858,Drainage,Pending,23.25324935691694,77.39774646506218
859,Pothole,Cancelled,23.250646158546232,77.39761214998721
860,Water Supply,Completed,23.249495292995746,77.40028588618954
861,Pothole,Pending,23.24941637746217,77.40346502999897
862,Water Supply,Completed,23.246873618382608,77.40446260029239
863,Drainage,Pending,23.251766219554295,77.40127610220289
864,Waste,Pending,23.249844325605974,77.40100168894989
865,Pothole,Completed,23.24963904017282,77.3963978845317
866,Water Supply,Completed,23.25638621513569,77.39891465240053
867,Drainage,Pending,23.25059750581673,77.39842443249618
868,Waste,Pending,23.24849641789981,77.39875830480351
869,Streetlight,Completed,23.249147284807588,77.39966371236284
870,Pothole,Completed,23.252296891418393,77.39905581884462
871,Waste,Completed,23.250226540821075,77.39604140037926
872,Pothole,Pending,23.247123444043364,77.40149582051224
873,Waste,Cancelled,23.25183845786915,77.39785451394853
874,Drainage,Cancelled,23.24866371182892,77.40047849372823
875,Pothole,Pending,23.253746595552435,77.4041481653395
876,Drainage,Pending,23.25216009613143,77.39816123081684
877,Waste,Completed,23.249105356208684,77.39493942495452
878,Pothole,Completed,23.25256203272347,77.39942799155625
879,Waste,Cancelled,23.250135711021056,77.40220191927
880,Waste,Completed,23.251705547350245,77.40391669490845
881,Waste,Completed,23.25096946563459,77.3975409008111
882,Waste,Pending,23.248307286690018,77.40099339844647
883,Streetlight,Pending,23.248712900335367,77.39906937908644
884,Waste,Pending,23.252059921635162,77.3997881032914
885,Pothole,Completed,23.249330449335787,77.40528868669404
886,Pothole,Completed,23.249192703073515,77.39699405934321
887,Drainage,Pending,23.248089754841303,77.400507479323
888,Water Supply,Completed,23.250847198131186,77.40093538634353
889,Pothole,Pending,23.254125049838485,77.40217157264989
890,Pothole,Completed,23.247864934171492,77.40019596630695
891,Waste,Pending,23.250048438913346,77.40061610107901
892,Water Supply,Completed,23.252824441110832,77.39921670286516
893,Waste,Completed,23.24984071721751,77.4005382538825
894,Waste,Completed,23.2509047435925,77.39931361544902
895,Waste,Cancelled,23.247875212943708,77.40124314377972
896,Pothole,Pending,23.250856614194415,77.39926077932792
897,Waste,Pending,23.249625711469992,77.40075420078782
898,Drainage,Pending,23.25197145999136,77.39994147437264
899,Waste,Pending,23.252374772103128,77.40225210050156
900,Streetlight,Completed,23.255179127284038,77.39989721255283
901,Waste,Completed,23.251159266346427,77.39645393506359
902,Waste,Completed,23.250651592633165,77.40252384300143
903,Water Supply,Pending,23.250388768603155,77.39818853539828
904,Waste,Completed,23.249293667414378,77.3986924673227
905,Drainage,Pending,23.250676967686925,77.39880867741192
906,Pothole,Completed,23.249409197179723,77.40274887618635
907,Waste,Pending,23.250336921952538,77.39572865157204
908,Water Supply,Pending,23.252635195071218,77.40627549706733
909,Waste,Pending,23.24798691486944,77.40211211361813
910,Drainage,Cancelled,23.25227975712226,77.40044647782827
911,Waste,Pending,23.252634230134678,77.39989021199877
912,Drainage,Pending,23.24976386294602,77.40057110814972
913,Waste,Completed,23.24575629020198,77.40104224485677
914,Pothole,Pending,23.248784356025812,77.4012904311719
915,Drainage,Pending,23.25259398909312,77.40111120893201
916,Water Supply,Completed,23.249954263875402,77.40017916136252
917,Water Supply,Pending,23.24800139553541,77.39960532315939
918,Drainage,Cancelled,23.248990450157542,77.3996974534327
919,Drainage,Completed,23.25168124005301,77.39961018343931
920,Waste,Pending,23.251093467136403,77.40226754019373
921,Waste,Cancelled,23.249522135801662,77.40118711344456
922,Waste,Pending,23.24926635117637,77.39411922273068
923,Pothole,Pending,23.24921648370191,77.40131180155306
924,Pothole,Pending,23.248155179631002,77.40038947238945
925,Pothole,Completed,23.25323075137894,77.39996258248712
926,Waste,Pending,23.24935535906158,77.39922296309383
927,Streetlight,Cancelled,23.25243431704165,77.40224822543998
928,Waste,Completed,23.253042632103845,77.40189505292425
929,Pothole,Pending,23.251996621796295,77.39845424466436
930,Pothole,Completed,23.249136759374565,77.40081410457425
931,Drainage,Completed,23.250807460180674,77.39805668653092
932,Streetlight,Cancelled,23.249951608787217,77.39724076367042
933,Streetlight,Completed,23.24819259627854,77.39874656555082
934,Waste,Pending,23.250648718563443,77.40172478694477
935,Pothole,Completed,23.24764192041768,77.40190625009076
936,Waste,Pending,23.252375358776924,77.4010261708402
937,Pothole,Completed,23.249070765405403,77.4014501915737
938,Pothole,Pending,23.250402319311746,77.40103235657423
939,Waste,Pending,23.250566575743093,77.39871703680956
940,Waste,Pending,23.249482190052593,77.40086384508935
941,Water Supply,Pending,23.25117338760295,77.40160081905046
942,Water Supply,Pending,23.249050192686756,77.40150858265963
943,Pothole,Completed,23.251742594594916,77.40237782674295
944,Waste,Pending,23.247308040639506,77.4014166076944
945,Waste,Pending,23.250252759159093,77.40070289641508
946,Pothole,Completed,23.253877857998116,77.40214030047665
947,Water Supply,Cancelled,23.247999337350787,77.3999469574815
948,Waste,Pending,23.248644510058952,77.39823625069755
949,Drainage,Pending,23.251027815699317,77.39967386607212
950,Waste,Pending,23.25035916356388,77.3985101947104
951,Water Supply,Completed,23.250701260198547,77.39864964345006
952,Pothole,Cancelled,23.250978374260296,77.39971096265857
953,Drainage,Pending,23.251269442937122,77.39841516015801
954,Pothole,Pending,23.252219399683913,77.39938407694073
955,Streetlight,Cancelled,23.250819637313857,77.3962127706661
956,Waste,Pending,23.249517484690763,77.40042658741476
957,Waste,Completed,23.251345147402404,77.40000241095073
958,Water Supply,Completed,23.25379976386979,77.39836582273787
959,Water Supply,Pending,23.249734732507235,77.40131849133687
960,Drainage,Pending,23.24805094139066,77.40187514027527
961,Streetlight,Pending,23.252214161338575,77.39678488027127
962,Drainage,Completed,23.249759237672095,77.39847455044287
963,Waste,Cancelled,23.24565466090797,77.39846171530043
964,Pothole,Pending,23.2516948433543,77.3981201937978
965,Pothole,Completed,23.24892934362809,77.40165894968386
966,Streetlight,Pending,23.249818933435392,77.39961234772247
967,Pothole,Completed,23.25066396066114,77.39947097031738
968,Waste,Pending,23.250380999359557,77.3959922752712
969,Streetlight,Cancelled,23.251418903634278,77.40127083606042
970,Drainage,Completed,23.24912902725886,77.3975214832103
971,Pothole,Completed,23.25102621159635,77.40011986526054
972,Waste,Completed,23.24948090664483,77.40055475387592
973,Waste,Completed,23.251477620961776,77.40272131719168
974,Waste,Cancelled,23.251230734968026,77.39738235920177
975,Waste,Completed,23.248129122595913,77.39396097568836
976,Streetlight,Cancelled,23.25217196423235,77.40036769908951
977,Streetlight,Completed,23.248928073109774,77.40360102236303
978,Streetlight,Pending,23.251616115596562,77.40247789270589
979,Pothole,Completed,23.250734574626804,77.40041931883056
980,Drainage,Pending,23.25367636735359,77.39901672762875
981,Waste,Pending,23.249553068035258,77.40161424519329
982,Pothole,Completed,23.249301366407764,77.3980529076006
983,Drainage,Completed,23.249961160788224,77.40095271553872
984,Waste,Pending,23.24939364043433,77.40101094031834
985,Waste,Pending,23.251599883803884,77.402120419815
986,Drainage,Pending,23.246767378783126,77.40551932007783
987,Pothole,Cancelled,23.24789263516171,77.40078483193436
988,Streetlight,Pending,23.247864394156842,77.3989820727486
989,Waste,Pending,23.251900615183946,77.39994885137563
990,Streetlight,Completed,23.253421226745164,77.39646184819023
991,Pothole,Completed,23.249791101562924,77.39861057373783
992,Waste,Pending,23.24966235655362,77.39918143512378
993,Streetlight,Completed,23.250140104326228,77.39895182320414
994,Waste,Pending,23.252323756605218,77.40030470974408
995,Pothole,Cancelled,23.248145293731618,77.39835516013524
996,Waste,Pending,23.25047673796547,77.40224206133466
997,Waste,Pending,23.251950395259566,77.40000041412985
998,Waste,Pending,23.25100218833988,77.39998139935773
999,Waste,Pending,23.250379163233198,77.39934421056698
1000,Water Supply,Completed,23.252002092185133,77.40031038136772
1001,Waste,Pending,23.244593535414,77.40165019652935
1002,Pothole,Pending,23.25135575063906,77.39826573956859
1003,Waste,Pending,23.248691848633744,77.39868376702185
1004,Pothole,Pending,23.246338734206287,77.39939254794245
1005,Water Supply,Pending,23.25102240519905,77.39730825815306
1006,Waste,Completed,23.252747317090325,77.39836148428056
1007,Water Supply,Completed,23.249725102970746,77.39904755825292
1008,Waste,Cancelled,23.251905749094405,77.40174877836144
1009,Streetlight,Completed,23.253224556515978,77.40052512265801
1010,Pothole,Completed,23.252629828907168,77.40038717982274
1011,Drainage,Pending,23.253279929058742,77.40170179592434
1012,Streetlight,Completed,23.251484254982145,77.39972525642321
1013,Pothole,Completed,23.250150867277803,77.40078092969986
1014,Waste,Completed,23.246796068376206,77.39979355649415
1015,Waste,Pending,23.249507875023742,77.40053072469881
1016,Water Supply,Pending,23.248313506809367,77.39883448268478
1017,Pothole,Completed,23.254341885434997,77.39512236568345
1018,Pothole,Completed,23.249648228375136,77.39973144167563
1019,Drainage,Cancelled,23.25024640961357,77.4028454962722
1020,Pothole,Pending,23.251102970752083,77.4018524308045
1021,Water Supply,Pending,23.250087204892743,77.40193079496919
1022,Streetlight,Pending,23.25339010208086,77.40247226144362
1023,Streetlight,Completed,23.248754701276532,77.40017731518194
1024,Drainage,Pending,23.250389214910474,77.40039463141481
1025,Waste,Pending,23.248515058828605,77.39876469620914
1026,Waste,Cancelled,23.247359954977558,77.39936785428795
