ID,Category,Status,category_encoded,status_encoded,density_score,category_frequency,is_pending,Latitude,Longitude,priority_label
302,Waste,Pending,3,2,0.5206168921207054,478,1,23.25877963791961,77.41469801845167,1
303,Waste,Pending,3,2,0.2841532964141118,478,1,23.261394587210244,77.41119131261891,1
304,Water Supply,Completed,4,1,0.16649497648760858,158,0,23.261120740530867,77.40978307740727,1
305,Waste,Pending,3,2,0.22174794399189285,478,1,23.25985819681207,77.40948674165296,1
306,Pothole,Pending,1,2,0.3365471835401358,422,1,23.260134654766617,77.4138120199027,2
307,Streetlight,Pending,2,2,0.16833160993923793,319,1,23.262455329791575,77.410039141295,1
308,Pothole,Cancelled,1,0,0.39200412849990973,422,0,23.258716857222325,77.41610958836397,1
309,Waste,Completed,3,1,0.11484323114668825,478,0,23.26099419476234,77.40843614118423,0
310,Waste,Pending,3,2,0.24379529325048646,478,1,23.25949561469513,77.41599291273658,1
311,Waste,Pending,3,2,0.44649247297449535,478,1,23.259464637593545,77.4130220349344,1
312,Streetlight,Cancelled,2,0,0.29169558925613026,319,0,23.262097553703978,77.41240657377625,1
313,Pothole,Completed,1,1,0.26445993666488304,422,0,23.261550832697974,77.41151016182639,1
314,Waste,Pending,3,2,0.3601679527243423,478,1,23.261527019272,77.4133982722287,1
315,Streetlight,Pending,2,2,0.31319921128834377,319,1,23.262510957614307,77.41252473059515,1
316,Drainage,Pending,0,2,0.26137917867378024,223,1,23.259942007683264,77.41480660376403,2
317,Waste,Pending,3,2,0.28123451024947416,478,1,23.261263905942588,77.41282845529732,1
318,Pothole,Completed,1,1,0.3831071725538793,422,0,23.259279466486813,77.41290060352293,1
319,Streetlight,Cancelled,2,0,0.31360049002085794,319,0,23.260548332704975,77.41187277557557,1
320,Waste,Pending,3,2,0.37246659194056475,478,1,23.259639713891264,77.41248610875256,1
321,Pothole,Completed,1,1,0.44430776767626534,422,0,23.260093991929985,77.41321560353778,1
322,Streetlight,Completed,2,1,0.29077145136700605,319,0,23.261090314050872,77.40917966321469,0
323,Drainage,Completed,0,1,0.19069668320572536,223,0,23.25826355863353,77.40990362915579,0
324,Drainage,Completed,0,1,0.07865438834710278,223,0,23.264084774551367,77.41408652818804,0
325,Streetlight,Pending,2,2,0.22366931668939574,319,1,23.257887965237,77.41294173087626,1
326,Streetlight,Pending,2,2,0.298446491311668,319,1,23.25747162277442,77.41223203332729,1
327,Pothole,Completed,1,1,0.44137347726327764,422,0,23.262216221747,77.41263686786613,1
328,Streetlight,Pending,2,2,0.4318777637360157,319,1,23.261483325387925,77.41329516341072,1
329,Pothole,Pending,1,2,0.2874940436732597,422,1,23.261148239634103,77.41152048063938,2
330,Waste,Pending,3,2,0.33896886846229557,478,1,23.261156691018527,77.4110433905492,1
331,Streetlight,Cancelled,2,0,0.36522032531593673,319,0,23.259875506454303,77.4129916905102,1
332,Streetlight,Completed,2,1,0.17013370109936204,319,0,23.258105491257027,77.41064325444476,0
333,Pothole,Completed,1,1,0.29115076372215243,422,0,23.260051609116385,77.41341650551142,1
334,Water Supply,Completed,4,1,0.29174557318640093,158,0,23.258545676576976,77.40919483279153,1
335,Waste,Completed,3,1,0.3011347092651494,478,0,23.261850239466835,77.41465831127465,0
336,Pothole,Completed,1,1,0.26812960351754955,422,0,23.259605885236994,77.41354519496483,1
337,Waste,Completed,3,1,0.2639177381733068,478,0,23.258249005606412,77.41311205946863,0
338,Drainage,Pending,0,2,0.23165725753506486,223,1,23.25925722831669,77.41456538196789,2
339,Streetlight,Completed,2,1,0.13185209237456838,319,0,23.26072586290855,77.41593094888893,0
340,Pothole,Completed,1,1,0.43295713500369326,422,0,23.258772550894392,77.41462874013003,1
341,Streetlight,Completed,2,1,0.16133233979841285,319,0,23.258255559208862,77.40891825153733,0
342,Pothole,Pending,1,2,0.21579783441755032,422,1,23.260387374422983,77.41004084606652,2
343,Drainage,Pending,0,2,0.3683212500952198,223,1,23.260389933142218,77.4113503628446,2
344,Pothole,Pending,1,2,0.6850794256922794,422,1,23.258886113649258,77.41265218210042,2
345,Pothole,Completed,1,1,0.3438860592685993,422,0,23.258957923388763,77.41363531804093,1
346,Water Supply,Pending,4,2,0.2770914755590356,158,1,23.26036409987471,77.41114851237369,2
347,Waste,Pending,3,2,0.20619174597006487,478,1,23.257003831317004,77.41297353352896,1
348,Waste,Completed,3,1,0.14341816159073112,478,0,23.257085072451247,77.41108923413529,0
349,Streetlight,Pending,2,2,0.25762432411744746,319,1,23.258463111557493,77.41137696439401,1
350,Water Supply,Completed,4,1,0.3346844925978821,158,0,23.259473105696575,77.4097866778063,1
351,Pothole,Pending,1,2,0.3985493960818368,422,1,23.260521815131195,77.41075353350777,2
352,Waste,Cancelled,3,0,0.14119089013747077,478,0,23.2628507124339,77.40989663078877,0
353,Pothole,Completed,1,1,0.18455430657090924,422,0,23.261615319246403,77.41064825349405,1
354,Pothole,Completed,1,1,0.1721474226063712,422,0,23.259580122940072,77.41470728359322,1
355,Waste,Pending,3,2,0.37094328598001297,478,1,23.259861967584193,77.41070120222233,1
356,Streetlight,Completed,2,1,0.0554141594108419,319,0,23.257894941270724,77.41786476412967,0
357,Water Supply,Pending,4,2,0.3772647533805115,158,1,23.259862973728012,77.41358663580176,2
358,Pothole,Pending,1,2,0.5003602811647382,422,1,23.259322682722157,77.41296967224739,2
359,Pothole,Pending,1,2,0.3202665959330612,422,1,23.260545437120676,77.41088328443963,2
360,Pothole,Completed,1,1,0.32969112964590896,422,0,23.258245538112895,77.41400061975881,1
361,Waste,Pending,3,2,0.3782119067212698,478,1,23.26093869302848,77.41144872434752,1
362,Drainage,Pending,0,2,0.21045837824517283,223,1,23.262965477826004,77.41284401962929,1
363,Pothole,Pending,1,2,0.06343354358354228,422,1,23.259682479703084,77.41772016907653,1
364,Pothole,Completed,1,1,0.32421194966203404,422,0,23.260703423444195,77.41240788020055,1
365,Streetlight,Completed,2,1,0.2064290351598249,319,0,23.26128028798342,77.41489854665257,0
366,Pothole,Completed,1,1,0.21064375034507646,422,0,23.259097559056222,77.41119364714974,1
367,Streetlight,Completed,2,1,0.5506419581304833,319,0,23.260348184963615,77.412530023019,0
368,Waste,Pending,3,2,0.1714085454949897,478,1,23.259925184801563,77.41614160127126,1
369,Drainage,Completed,0,1,0.2232851589867657,223,0,23.260095352197094,77.41134606588442,1
370,Water Supply,Completed,4,1,0.21809062573931767,158,0,23.25835398043229,77.416224897116,1
371,Streetlight,Pending,2,2,0.3010453555007396,319,1,23.259949020348515,77.41401550387091,1
372,Water Supply,Pending,4,2,0.4094601885984046,158,1,23.26089599658249,77.4114750664482,2
373,Waste,Completed,3,1,0.13876883587677766,478,0,23.26280228721559,77.4138648154781,0
374,Pothole,Completed,1,1,0.29242772428472885,422,0,23.26181854165217,77.41454510889925,1
375,Streetlight,Completed,2,1,0.07514548238333223,319,0,23.264206364915022,77.41384361992444,0
376,Streetlight,Pending,2,2,0.20751809452601255,319,1,23.25836530487422,77.40945955056021,1
377,Pothole,Completed,1,1,0.3646863946890201,422,0,23.26164464127344,77.41114572564835,1
378,Pothole,Completed,1,1,0.30824084317730804,422,0,23.260266684011476,77.41210496272889,1
379,Waste,Pending,3,2,0.07935106966370392,478,1,23.264279605866435,77.4124511331418,1
380,Pothole,Completed,1,1,0.4832862510560923,422,0,23.25828340342929,77.4138413441951,1
381,Waste,Pending,3,2,0.3004656754686438,478,1,23.258220556315635,77.41295540200187,1
382,Streetlight,Completed,2,1,0.2627289699471362,319,0,23.25870121470911,77.40992931128258,0
383,Waste,Pending,3,2,0.11340555332135442,478,1,23.25565220855138,77.41336039570201,1
384,Waste,Cancelled,3,0,0.3825628115991526,478,0,23.258848489956637,77.41382117149057,0
385,Streetlight,Completed,2,1,0.39497404017572535,319,0,23.25838173467689,77.41371958089586,0
386,Streetlight,Completed,2,1,0.4176656887047719,319,0,23.260200787572952,77.4147615614511,0
387,Drainage,Pending,0,2,0.444949058936619,223,1,23.260583511951552,77.4142678443091,2
388,Streetlight,Cancelled,2,0,0.08768301290741053,319,0,23.26365234167843,77.41351836015845,0
389,Pothole,Completed,1,1,0.22535539498921495,422,0,23.26180084767637,77.41245966857709,1
390,Drainage,Pending,0,2,0.20757591017606483,223,1,23.258746192688672,77.40927807813297,1
391,Pothole,Completed,1,1,0.2422949573809661,422,0,23.2581031706573,77.41345923643826,1
392,Waste,Pending,3,2,0.2522433278906483,478,1,23.260883838343013,77.41301537537433,1
393,Streetlight,Completed,2,1,0.28234194403305707,319,0,23.257259533585955,77.41314315767438,0
394,Water Supply,Pending,4,2,0.11406887866362972,158,1,23.263562917531708,77.41004650284836,2
395,Pothole,Completed,1,1,0.21743430560387705,422,0,23.26225888024144,77.41043788691918,0
396,Waste,Pending,3,2,0.3558343053760867,478,1,23.258961648695788,77.41470630570666,1
397,Waste,Cancelled,3,0,0.13033116886985616,478,0,23.256473730941817,77.41252088969229,0
398,Waste,Pending,3,2,0.17715042003117565,478,1,23.26260774474833,77.41396300139475,1
399,Pothole,Cancelled,1,0,0.3298587225331371,422,0,23.259670920309492,77.41265663675226,1
400,Streetlight,Completed,2,1,0.47186152621217803,319,0,23.262375632623947,77.41265951227899,0
401,Waste,Completed,3,1,0.1941252489167384,478,0,23.27187656761195,77.4280172153011,0
402,Water Supply,Completed,4,1,0.11337778970229268,158,0,23.26896791054357,77.4256932197728,1
403,Drainage,Pending,0,2,0.3920395151318084,223,1,23.27019224155388,77.42872207650463,2
404,Streetlight,Pending,2,2,0.4265627999263277,319,1,23.26907544942259,77.42735382041319,1
405,Drainage,Pending,0,2,0.19051433622745825,223,1,23.269131007545138,77.43328403032028,1
406,Waste,Completed,3,1,0.19139407701931424,478,0,23.26938165575306,77.43201963417869,0
407,Pothole,Completed,1,1,0.34756225236362653,422,0,23.270444267543265,77.42862369930965,1
408,Streetlight,Completed,2,1,0.12232138063281796,319,0,23.269042502756673,77.4345048716107,0
409,Drainage,Pending,0,2,0.17614474277720632,223,1,23.272511512251143,77.43196353097399,1
410,Drainage,Pending,0,2,0.2233006360673426,223,1,23.26821078539556,77.42935033723299,2
411,Waste,Pending,3,2,0.0642862759239844,478,1,23.26962625671168,77.42500118857026,1
412,Water Supply,Cancelled,4,0,0.12793345727485056,158,0,23.269120537883452,77.43458188514519,1
413,Waste,Completed,3,1,0.16708893224602733,478,0,23.27289395576871,77.42722085506648,0
414,Drainage,Pending,0,2,0.15249384531980387,223,1,23.270393109553023,77.42670920250609,1
415,Water Supply,Completed,4,1,0.27479092186820925,158,0,23.272063689078937,77.43204514086402,1
416,Waste,Pending,3,2,0.06612604751728983,478,1,23.267028879253925,77.43487950481268,1
417,Streetlight,Cancelled,2,0,0.23887913905031588,319,0,23.270534100531737,77.43276854563703,0
418,Waste,Completed,3,1,0.25317169448137855,478,0,23.271779261591245,77.43112781824011,0
419,Pothole,Pending,1,2,0.31644350000677784,422,1,23.27016456797855,77.43118950868333,2
420,Pothole,Completed,1,1,0.19564432115381455,422,0,23.27213096075013,77.43170683111757,0
421,Streetlight,Pending,2,2,0.31234554671559067,319,1,23.2689654230998,77.43151785717959,1
422,Water Supply,Cancelled,4,0,0.2112766376453905,158,0,23.27281869488037,77.43056238284795,1
423,Streetlight,Pending,2,2,0.12899929020707607,319,1,23.27459779624724,77.43020840220791,1
424,Pothole,Completed,1,1,0.23963306329589723,422,0,23.26927432287912,77.4298748137442,1
425,Drainage,Pending,0,2,0.36788393254639656,223,1,23.269108994957197,77.42849207082227,2
426,Water Supply,Completed,4,1,0.1417811597349305,158,0,23.272906768954236,77.42943864984628,1
427,Waste,Completed,3,1,0.07945955719189433,478,0,23.273159144291466,77.42661408637161,0
428,Water Supply,Completed,4,1,0.3251157884633935,158,0,23.268954279945692,77.42980332074642,1
429,Waste,Completed,3,1,0.3502207027188612,478,0,23.26915962636581,77.4280228177857,0
430,Drainage,Completed,0,1,0.24818492104283194,223,0,23.26943643078228,77.42779282136557,1
431,Waste,Pending,3,2,0.18904576565178824,478,1,23.26731109897793,77.43035978830231,1
432,Waste,Pending,3,2,0.11077459121927931,478,1,23.26816269610703,77.4327840045727,1
433,Pothole,Pending,1,2,0.19732008475966353,422,1,23.267991718466497,77.43183663321201,1
434,Streetlight,Cancelled,2,0,0.16222252874732979,319,0,23.268464404869793,77.42685899879277,0
435,Pothole,Pending,1,2,0.2101386923377624,422,1,23.269930630225225,77.42802074372686,1
436,Waste,Completed,3,1,0.20409971863750276,478,0,23.270468429465073,77.43188154237599,0
437,Streetlight,Completed,2,1,0.19442350137702,319,0,23.273101000985623,77.42803502521294,0
438,Water Supply,Pending,4,2,0.29488436234754867,158,1,23.26800329191852,77.42955073370001,2
439,Pothole,Pending,1,2,0.28539001788216145,422,1,23.271968644796953,77.43110010419805,2
440,Waste,Pending,3,2,0.2128156405695841,478,1,23.26957202231155,77.42806331109028,1
441,Pothole,Completed,1,1,0.5617810954023932,422,0,23.269901072580694,77.4302107510123,1
442,Waste,Pending,3,2,0.2014216847719168,478,1,23.271349638984333,77.42733194901017,1
443,Drainage,Pending,0,2,0.11969469443065626,223,1,23.267754555956873,77.4287972647121,1
444,Drainage,Completed,0,1,0.7206266642367932,223,0,23.270764819492367,77.4306395638683,1
445,Streetlight,Cancelled,2,0,0.1824618673025041,319,0,23.270332904416424,77.42681401253294,0
446,Pothole,Pending,1,2,0.32725020747596045,422,1,23.270984902528017,77.43088094947593,2
447,Drainage,Pending,0,2,0.47135744184311057,223,1,23.270578337287816,77.42996072440215,2
448,Streetlight,Pending,2,2,0.06572028879836773,319,1,23.27491060027982,77.43110497990884,1
449,Drainage,Completed,0,1,0.3535218652918608,223,0,23.268724520031498,77.43044782826814,1
450,Streetlight,Completed,2,1,0.2416281258019429,319,0,23.268938006089996,77.43272828085995,0
451,Drainage,Pending,0,2,0.5473302325639109,223,1,23.26875371894715,77.4302504490053,2
452,Streetlight,Pending,2,2,0.19887389354529977,319,1,23.26888904576168,77.42914118891775,1
453,Pothole,Completed,1,1,0.5069111498693264,422,0,23.268725225745385,77.43024459500607,1
454,Water Supply,Completed,4,1,0.2816703205330448,158,0,23.272378033062218,77.43108659605808,1
455,Pothole,Pending,1,2,0.17829055638514238,422,1,23.27284100849598,77.43009772014067,1
456,Streetlight,Completed,2,1,0.4371205252341043,319,0,23.2688585074125,77.43008118338241,0
457,Waste,Pending,3,2,0.12656289193791903,478,1,23.26833528885379,77.4285960166244,1
458,Streetlight,Pending,2,2,0.23528353042938466,319,1,23.270942831112773,77.4286741981649,1
459,Streetlight,Completed,2,1,0.538492341322585,319,0,23.26889555391144,77.42719478945641,0
460,Waste,Completed,3,1,0.11997999958983413,478,0,23.27126586363551,77.43349915348638,0
461,Waste,Pending,3,2,0.40631412763353114,478,1,23.2704058460417,77.42751227352922,1
462,Streetlight,Cancelled,2,0,0.11968161703709392,319,0,23.266968511770006,77.42861418960442,0
463,Drainage,Pending,0,2,0.2988839143763545,223,1,23.27309501040266,77.42856318546887,1
464,Pothole,Completed,1,1,0.11753091039221383,422,0,23.27359175534619,77.4317898487539,0
465,Waste,Pending,3,2,0.2870761656445622,478,1,23.268774422619032,77.42941010064342,1
466,Streetlight,Completed,2,1,0.1698719786447313,319,0,23.26922459688013,77.43249548414535,0
467,Waste,Cancelled,3,0,0.26008692012503687,478,0,23.270571730781448,77.42865301875152,0
468,Pothole,Pending,1,2,0.48002829053091045,422,1,23.270668913579975,77.43055798832445,2
469,Waste,Cancelled,3,0,0.2730743907407878,478,0,23.271317088545345,77.42832930589348,0
470,Waste,Completed,3,1,0.05431554632111777,478,0,23.274020409077533,77.43429029825555,0
471,Waste,Completed,3,1,0.18268594052526732,478,0,23.26964610554501,77.42762480316195,0
472,Pothole,Pending,1,2,0.23190892965908227,422,1,23.268403405510924,77.43061964142046,2
473,Waste,Completed,3,1,0.16192572856628726,478,0,23.26724136154397,77.43126755376187,0
474,Pothole,Completed,1,1,0.4038555032046657,422,0,23.26853813992011,77.43082759819491,1
475,Pothole,Pending,1,2,0.21362839916899723,422,1,23.269933746054253,77.42962942468225,2
476,Pothole,Cancelled,1,0,0.1899250734535403,422,0,23.27358911572703,77.42974035860054,1
477,Pothole,Pending,1,2,0.4300379426681678,422,1,23.268964777401926,77.43008762294396,2
478,Drainage,Pending,0,2,0.37104032495196687,223,1,23.270447575903276,77.42970599599676,2
479,Waste,Pending,3,2,0.19561767976858,478,1,23.269967154207855,77.4319277582336,1
480,Pothole,Completed,1,1,0.09975161182153111,422,0,23.272376786546896,77.4344210460032,0
481,Waste,Completed,3,1,0.0523533442307475,478,0,23.275053864851746,77.42888501642999,0
482,Waste,Pending,3,2,0.7346143038495621,478,1,23.26893826245416,77.42726039404084,1
483,Streetlight,Cancelled,2,0,0.3394874525334312,319,0,23.269021121114964,77.4298234359033,0
484,Streetlight,Pending,2,2,0.09623559389328167,319,1,23.272088321754136,77.43515941867531,1
485,Drainage,Pending,0,2,0.2837976558314145,223,1,23.271363782979257,77.42839265086407,2
486,Streetlight,Pending,2,2,0.09958268749423149,319,1,23.273693414651472,77.43327823361089,1
487,Water Supply,Completed,4,1,0.13565191661822723,158,0,23.271167856370653,77.43335540162816,1
488,Waste,Cancelled,3,0,0.3587219561967736,478,0,23.269281415818423,77.42889282351659,0
489,Waste,Completed,3,1,0.2602905296433391,478,0,23.271181309661383,77.43113796615837,0
490,Waste,Completed,3,1,0.1125844218840106,478,0,23.272217407161165,77.43325679324626,0
491,Waste,Pending,3,2,0.2709129038762823,478,1,23.27164096436239,77.42924174451804,1
492,Pothole,Completed,1,1,0.5169271308733514,422,0,23.271014548062215,77.4295928392798,1
493,Streetlight,Completed,2,1,0.19001030232031613,319,0,23.272133349379175,77.42883663817211,0
494,Waste,Pending,3,2,0.18449672922333715,478,1,23.27233859118089,77.42797048653863,1
495,Water Supply,Pending,4,2,0.3514170976568856,158,1,23.272764317982073,77.42870144490988,2
496,Drainage,Completed,0,1,0.16302277362455675,223,0,23.27129741977518,77.42755211946648,1
497,Waste,Pending,3,2,0.2845643386448096,478,1,23.269665763839367,77.43006816693652,1
498,Waste,Completed,3,1,0.2825567041870307,478,0,23.270293427372867,77.42846005353789,0
499,Waste,Pending,3,2,0.2349840405426817,478,1,23.272413017933015,77.43046757182358,1
500,Waste,Pending,3,2,0.15301189646871471,478,1,23.268366128658027,77.4268882087076,1
501,Waste,Completed,3,1,0.7004873055957943,478,0,23.270737346617747,77.43066176046443,0
502,Pothole,Pending,1,2,0.3872323774510112,422,1,23.269213322375347,77.43166705792322,2
503,Waste,Completed,3,1,0.07392395793887285,478,0,23.27005748964587,77.42601252871486,0
504,Pothole,Completed,1,1,0.24100362643133566,422,0,23.272556903725217,77.4307481131397,1
505,Water Supply,Pending,4,2,0.27904012052009247,158,1,23.27038219813604,77.43245533798495,2
506,Streetlight,Cancelled,2,0,0.2778703637878943,319,0,23.270092873096313,77.42758071796263,0
507,Water Supply,Completed,4,1,0.11616873949423653,158,0,23.26728028771804,77.43334514477368,1
508,Waste,Pending,3,2,0.4066140340300336,478,1,23.271492507132056,77.43083803801873,1
509,Pothole,Completed,1,1,0.3486984225634207,422,0,23.271290968362283,77.42858997628849,1
510,Streetlight,Pending,2,2,0.1465641010425146,319,1,23.27432650944661,77.4298884618447,1
511,Waste,Completed,3,1,0.2733619954261092,478,0,23.269384443530093,77.43111665382504,0
512,Waste,Completed,3,1,0.45178232440413224,478,0,23.27043830065533,77.43015201078283,0
513,Streetlight,Cancelled,2,0,0.34861383648402167,319,0,23.27049876736742,77.4310775119849,0
514,Streetlight,Completed,2,1,0.24036466098471954,319,0,23.27315490655953,77.42815865281385,0
515,Pothole,Completed,1,1,0.4425243438983232,422,0,23.269809408935227,77.43033872164808,1
516,Pothole,Completed,1,1,0.18085367047532228,422,0,23.27055804305154,77.4271725710062,0
517,Pothole,Pending,1,2,0.4405456253040874,422,1,23.271215793019433,77.42977754787731,2
518,Waste,Pending,3,2,0.1974932626578957,478,1,23.270373218246313,77.42819218471708,1
519,Pothole,Completed,1,1,0.38092434498996036,422,0,23.2691071327709,77.42852894011483,1
520,Waste,Pending,3,2,0.28355841933535086,478,1,23.270388179985797,77.43247218635042,1
521,Waste,Pending,3,2,0.27440859286738034,478,1,23.27214726349972,77.43218262024119,1
522,Water Supply,Completed,4,1,0.17689013645032295,158,0,23.267946969401176,77.43121827624182,1
523,Streetlight,Completed,2,1,0.2836164367910451,319,0,23.270265939348292,77.42781537447067,0
524,Streetlight,Pending,2,2,0.30857478211092476,319,1,23.26859975837012,77.42936718310062,1
525,Pothole,Pending,1,2,0.1999058517176024,422,1,23.27239009325785,77.43242619539997,1
526,Pothole,Pending,1,2,0.1319223223876362,422,1,23.266953626190432,77.43028343382728,1
527,Waste,Completed,3,1,0.10902916225378088,478,0,23.268882156305455,77.43463865907997,0
528,Waste,Pending,3,2,0.4242384936606634,478,1,23.27075442375013,77.4307866356788,1
529,Waste,Completed,3,1,0.19159738214548705,478,0,23.273131048058467,77.43038409823299,0
530,Drainage,Pending,0,2,0.2641730127827101,223,1,23.269868499477855,77.4293817670716,2
531,Streetlight,Completed,2,1,0.5158888329669269,319,0,23.268889600946615,77.43026708180957,0
532,Pothole,Pending,1,2,0.18832350710674223,422,1,23.27376231413888,77.42969506032725,1
533,Pothole,Completed,1,1,0.14901652131862367,422,0,23.26710397219917,77.43141621735339,0
534,Water Supply,Pending,4,2,0.051212949228901544,158,1,23.26560238808676,77.43191340463359,2
535,Waste,Completed,3,1,0.3037671135997302,478,0,23.270880028900105,77.42842802107899,0
536,Waste,Pending,3,2,0.6094112081451155,478,1,23.268995891551295,77.42733753409289,1
537,Pothole,Completed,1,1,0.14632971577700724,422,0,23.26795753436574,77.4263275892538,0
538,Drainage,Completed,0,1,0.42399468133614543,223,0,23.2714167128946,77.43101598265383,1
539,Water Supply,Pending,4,2,0.3165611238882071,158,1,23.270487601427543,77.42779326678766,2
540,Waste,Completed,3,1,0.11018357242669795,478,0,23.268871842738527,77.4256942188141,0
541,Drainage,Pending,0,2,0.1478112339475333,223,1,23.267439391202657,77.43077715720906,1
542,Drainage,Pending,0,2,0.08606607571219473,223,1,23.27174491465656,77.43498599903488,1
543,Waste,Pending,3,2,0.3363342453795837,478,1,23.271300402355916,77.42998785817693,1
544,Pothole,Pending,1,2,0.21785420568886563,422,1,23.26980164827244,77.4316769815489,2
545,Pothole,Completed,1,1,0.15204063271638812,422,0,23.273693273992095,77.4301636587171,0
546,Water Supply,Completed,4,1,0.24054721999302153,158,0,23.267859830467348,77.42980222069363,1
547,Waste,Pending,3,2,0.11620818088703042,478,1,23.26694894965815,77.43183815296598,1
548,Drainage,Pending,0,2,0.30132028644257175,223,1,23.26861618386024,77.42941945091162,2
549,Pothole,Completed,1,1,0.3156335376989606,422,0,23.26990882796729,77.43053478462815,1
550,Streetlight,Cancelled,2,0,0.29528173675174824,319,0,23.27048667889865,77.43064339561239,0
551,Pothole,Completed,1,1,0.27589489852362,422,0,23.26951752788429,77.42866381909272,1
552,Streetlight,Cancelled,2,0,0.20043033168785226,319,0,23.270704110793027,77.43198408469908,0
553,Drainage,Pending,0,2,0.1921706225023446,223,1,23.26749692115162,77.42965008048661,1
554,Drainage,Pending,0,2,0.30252452537886404,223,1,23.272887529208145,77.42848850968102,1
555,Drainage,Completed,0,1,0.3423031665327336,223,0,23.269835697643213,77.43107301968715,1
556,Waste,Pending,3,2,0.22235327722970188,478,1,23.272234591663175,77.42820306403642,1
557,Streetlight,Completed,2,1,0.48524696973682974,319,0,23.270685450692756,77.43005636231474,0
558,Waste,Pending,3,2,0.26371298482182715,478,1,23.27091350643831,77.42998176200672,1
559,Pothole,Completed,1,1,0.2611531034815849,422,0,23.271139534560465,77.43217179113167,1
560,Pothole,Completed,1,1,0.438552657951641,422,0,23.27089541712003,77.43094939646576,1
561,Pothole,Completed,1,1,0.37557866979111454,422,0,23.271285445519737,77.42994994608252,1
562,Pothole,Pending,1,2,0.1351711101418189,422,1,23.272658305060265,77.4316355325984,1
563,Water Supply,Completed,4,1,0.24951713907176087,158,0,23.270393042339403,77.43278041509804,1
564,Waste,Pending,3,2,0.4061313993482765,478,1,23.271418007515177,77.43111562061272,1
565,Streetlight,Pending,2,2,0.31923175535710124,319,1,23.269820528611422,77.4300207052397,1
566,Pothole,Completed,1,1,0.17704968267934737,422,0,23.2728802344309,77.42737632753531,0
567,Waste,Pending,3,2,0.24022356615542442,478,1,23.26864721539588,77.42786977267386,1
568,Waste,Pending,3,2,0.14684132245379708,478,1,23.273601880865822,77.4293895505913,1
569,Water Supply,Pending,4,2,0.3702493673618101,158,1,23.26991968409871,77.42878097559569,2
570,Drainage,Pending,0,2,0.13227150169689342,223,1,23.267138449795763,77.42962605739403,1
571,Water Supply,Cancelled,4,0,0.3392940037884128,158,0,23.27025620882982,77.43011329984981,1
572,Water Supply,Pending,4,2,0.3137650744014985,158,1,23.26863789668505,77.43105938550872,2
573,Waste,Pending,3,2,0.2001157786080379,478,1,23.271681287097977,77.42985900244389,1
574,Pothole,Completed,1,1,0.30470057247298576,422,0,23.26869475204139,77.43097300328766,1
575,Streetlight,Pending,2,2,0.319679063097666,319,1,23.26910763313357,77.43012894882963,1
576,Pothole,Pending,1,2,0.03859038198590854,422,1,23.26622091853811,77.4260490668673,1
577,Pothole,Pending,1,2,0.34689848053384975,422,1,23.269095387361503,77.42812132921237,1
578,Pothole,Completed,1,1,0.05194171205709665,422,0,23.26515224134674,77.42971182488856,0
579,Streetlight,Completed,2,1,0.10409272305585981,319,0,23.26683219435303,77.42758061051433,0
580,Streetlight,Pending,2,2,0.3196565741927519,319,1,23.271520829312287,77.43119985746,1
581,Waste,Pending,3,2,0.14798542314902957,478,1,23.2715716003173,77.4330615016647,1
582,Pothole,Cancelled,1,0,0.2307052368961932,422,0,23.27085091512357,77.4324375237034,1
583,Streetlight,Pending,2,2,0.2781252564670116,319,1,23.26806604771374,77.42957311425815,1
584,Streetlight,Pending,2,2,0.16146347249208295,319,1,23.269904577287715,77.43298145227371,1
585,Waste,Pending,3,2,0.6684562137285592,478,1,23.26999279492182,77.43029733491441,1
586,Streetlight,Completed,2,1,0.17289175241704116,319,0,23.267683270621617,77.42932582805777,0
587,Waste,Completed,3,1,0.2905344066695466,478,0,23.273006796603532,77.42877319467293,0
588,Pothole,Pending,1,2,0.3957257176488159,422,1,23.27175472458115,77.42939506062703,2
589,Drainage,Completed,0,1,0.2924819987827836,223,0,23.26955807165234,77.42922364636293,1
590,Streetlight,Pending,2,2,0.49611718061163845,319,1,23.27005377167799,77.43034083244476,1
591,Waste,Pending,3,2,0.3549117991301569,478,1,23.270416765615895,77.4303211479621,1
592,Streetlight,Completed,2,1,0.06387606762431146,319,0,23.26591653026315,77.43000609204032,0
593,Streetlight,Pending,2,2,0.2780409400944001,319,1,23.26950564523496,77.4308738763395,1
594,Drainage,Pending,0,2,0.2523267716318008,223,1,23.26863603150401,77.43238129254958,1
595,Streetlight,Pending,2,2,0.18971942630925326,319,1,23.26799675998021,77.43189910827088,1
596,Streetlight,Completed,2,1,0.14055879212363845,319,0,23.269437799414227,77.4270302040631,0
597,Pothole,Pending,1,2,0.027095532880600917,422,1,23.2735953730537,77.4248921577302,1
598,Waste,Completed,3,1,0.17469996515125444,478,0,23.271281685722535,77.43186863982248,0
599,Waste,Pending,3,2,0.5599079396154479,478,1,23.268857642020436,77.42726624260318,1
600,Pothole,Completed,1,1,0.4340460884462218,422,0,23.27114516556271,77.42955046919622,1
601,Streetlight,Pending,2,2,0.16753415333859098,319,1,23.27279871087317,77.4276597739479,1
602,Pothole,Completed,1,1,0.10854016142737566,422,0,23.271849267365827,77.42639603912485,0
603,Waste,Pending,3,2,0.34110574593427817,478,1,23.27011926073984,77.43108292545642,1
