ID,Category,Status,Latitude,Longitude,priority_label,priority_level,risk_score
323,Drainage,Completed,23.25826355863353,77.40990362915579,0,LOW,0.3333333333333333
324,Drainage,Completed,23.264084774551367,77.41408652818804,0,LOW,0.3333333333333333
325,Streetlight,Pending,23.257887965237,77.41294173087626,1,MEDIUM,0.6666666666666666
326,Streetlight,Pending,23.25747162277442,77.41223203332729,1,MEDIUM,0.6666666666666666
327,Pothole,Completed,23.262216221747,77.41263686786613,1,MEDIUM,0.6666666666666666
328,Streetlight,Pending,23.261483325387925,77.41329516341072,1,MEDIUM,0.6666666666666666
329,Pothole,Pending,23.261148239634103,77.41152048063938,2,HIGH,1.0
330,Waste,Pending,23.261156691018527,77.4110433905492,1,MEDIUM,0.6666666666666666
331,Streetlight,Cancelled,23.259875506454303,77.4129916905102,1,MEDIUM,0.6666666666666666
332,Streetlight,Completed,23.258105491257027,77.41064325444476,0,LOW,0.3333333333333333
333,Pothole,Completed,23.260051609116385,77.41341650551142,1,MEDIUM,0.6666666666666666
334,Water Supply,Completed,23.258545676576976,77.40919483279153,1,MEDIUM,0.6666666666666666
335,Waste,Completed,23.261850239466835,77.41465831127465,0,LOW,0.3333333333333333
336,Pothole,Completed,23.259605885236994,77.41354519496483,1,MEDIUM,0.6666666666666666
337,Waste,Completed,23.258249005606412,77.41311205946863,0,LOW,0.3333333333333333
338,Drainage,Pending,23.25925722831669,77.41456538196789,2,HIGH,1.0
339,Streetlight,Completed,23.26072586290855,77.41593094888893,0,LOW,0.3333333333333333
340,Pothole,Completed,23.258772550894392,77.41462874013003,1,MEDIUM,0.6666666666666666
341,Streetlight,Completed,23.258255559208862,77.40891825153733,0,LOW,0.3333333333333333
342,Pothole,Pending,23.260387374422983,77.41004084606652,2,HIGH,1.0
343,Drainage,Pending,23.260389933142218,77.4113503628446,2,HIGH,1.0
344,Pothole,Pending,23.258886113649258,77.41265218210042,2,HIGH,1.0
345,Pothole,Completed,23.258957923388763,77.41363531804093,1,MEDIUM,0.6666666666666666
346,Water Supply,Pending,23.26036409987471,77.41114851237369,2,HIGH,1.0
347,Waste,Pending,23.257003831317004,77.41297353352896,1,MEDIUM,0.6666666666666666
348,Waste,Completed,23.257085072451247,77.41108923413529,0,LOW,0.3333333333333333
349,Streetlight,Pending,23.258463111557493,77.41137696439401,1,MEDIUM,0.6666666666666666
350,Water Supply,Completed,23.259473105696575,77.4097866778063,1,MEDIUM,0.6666666666666666
351,Pothole,Pending,23.260521815131195,77.41075353350777,2,HIGH,1.0
352,Waste,Cancelled,23.2628507124339,77.40989663078877,0,LOW,0.3333333333333333
353,Pothole,Completed,23.261615319246403,77.41064825349405,1,MEDIUM,0.6666666666666666
354,Pothole,Completed,23.259580122940072,77.41470728359322,1,MEDIUM,0.6666666666666666
355,Waste,Pending,23.259861967584193,77.41070120222233,1,MEDIUM,0.6666666666666666
356,Streetlight,Completed,23.257894941270724,77.41786476412967,0,LOW,0.3333333333333333
357,Water Supply,Pending,23.259862973728012,77.41358663580176,2,HIGH,1.0
358,Pothole,Pending,23.259322682722157,77.41296967224739,2,HIGH,1.0
359,Pothole,Pending,23.260545437120676,77.41088328443963,2,HIGH,1.0
360,Pothole,Completed,23.258245538112895,77.41400061975881,1,MEDIUM,0.6666666666666666
361,Waste,Pending,23.26093869302848,77.41144872434752,1,MEDIUM,0.6666666666666666
362,Drainage,Pending,23.262965477826004,77.41284401962929,1,MEDIUM,0.6666666666666666
363,Pothole,Pending,23.259682479703084,77.41772016907653,1,MEDIUM,0.6666666666666666
364,Pothole,Completed,23.260703423444195,77.41240788020055,1,MEDIUM,0.6666666666666666
365,Streetlight,Completed,23.26128028798342,77.41489854665257,0,LOW,0.3333333333333333
366,Pothole,Completed,23.259097559056222,77.41119364714974,1,MEDIUM,0.6666666666666666
367,Streetlight,Completed,23.260348184963615,77.412530023019,0,LOW,0.3333333333333333
368,Waste,Pending,23.259925184801563,77.41614160127126,1,MEDIUM,0.6666666666666666
369,Drainage,Completed,23.260095352197094,77.41134606588442,1,MEDIUM,0.6666666666666666
370,Water Supply,Completed,23.25835398043229,77.416224897116,1,MEDIUM,0.6666666666666666
371,Streetlight,Pending,23.259949020348515,77.41401550387091,1,MEDIUM,0.6666666666666666
372,Water Supply,Pending,23.26089599658249,77.4114750664482,2,HIGH,1.0
373,Waste,Completed,23.26280228721559,77.4138648154781,0,LOW,0.3333333333333333
374,Pothole,Completed,23.26181854165217,77.41454510889925,1,MEDIUM,0.6666666666666666
375,Streetlight,Completed,23.264206364915022,77.41384361992444,0,LOW,0.3333333333333333
376,Streetlight,Pending,23.25836530487422,77.40945955056021,1,MEDIUM,0.6666666666666666
377,Pothole,Completed,23.26164464127344,77.41114572564835,1,MEDIUM,0.6666666666666666
378,Pothole,Completed,23.260266684011476,77.41210496272889,1,MEDIUM,0.6666666666666666
379,Waste,Pending,23.264279605866435,77.4124511331418,1,MEDIUM,0.6666666666666666
380,Pothole,Completed,23.25828340342929,77.4138413441951,1,MEDIUM,0.6666666666666666
381,Waste,Pending,23.258220556315635,77.41295540200187,1,MEDIUM,0.6666666666666666
382,Streetlight,Completed,23.25870121470911,77.40992931128258,0,LOW,0.3333333333333333
383,Waste,Pending,23.25565220855138,77.41336039570201,1,MEDIUM,0.6666666666666666
384,Waste,Cancelled,23.258848489956637,77.41382117149057,0,LOW,0.3333333333333333
385,Streetlight,Completed,23.25838173467689,77.41371958089586,0,LOW,0.3333333333333333
386,Streetlight,Completed,23.260200787572952,77.4147615614511,0,LOW,0.3333333333333333
387,Drainage,Pending,23.260583511951552,77.4142678443091,2,HIGH,1.0
388,Streetlight,Cancelled,23.26365234167843,77.41351836015845,0,LOW,0.3333333333333333
389,Pothole,Completed,23.26180084767637,77.41245966857709,1,MEDIUM,0.6666666666666666
390,Drainage,Pending,23.258746192688672,77.40927807813297,1,MEDIUM,0.6666666666666666
391,Pothole,Completed,23.2581031706573,77.41345923643826,1,MEDIUM,0.6666666666666666
392,Waste,Pending,23.260883838343013,77.41301537537433,1,MEDIUM,0.6666666666666666
393,Streetlight,Completed,23.257259533585955,77.41314315767438,0,LOW,0.3333333333333333
394,Water Supply,Pending,23.263562917531708,77.41004650284836,2,HIGH,1.0
395,Pothole,Completed,23.26225888024144,77.41043788691918,0,LOW,0.3333333333333333
396,Waste,Pending,23.258961648695788,77.41470630570666,1,MEDIUM,0.6666666666666666
397,Waste,Cancelled,23.256473730941817,77.41252088969229,0,LOW,0.3333333333333333
398,Waste,Pending,23.26260774474833,77.41396300139475,1,MEDIUM,0.6666666666666666
399,Pothole,Cancelled,23.259670920309492,77.41265663675226,1,MEDIUM,0.6666666666666666
400,Streetlight,Completed,23.262375632623947,77.41265951227899,0,LOW,0.3333333333333333
401,Waste,Completed,23.27187656761195,77.4280172153011,0,LOW,0.3333333333333333
402,Water Supply,Completed,23.26896791054357,77.4256932197728,1,MEDIUM,0.6666666666666666
403,Drainage,Pending,23.27019224155388,77.42872207650463,2,HIGH,1.0
404,Streetlight,Pending,23.26907544942259,77.42735382041319,1,MEDIUM,0.6666666666666666
405,Drainage,Pending,23.269131007545138,77.43328403032028,1,MEDIUM,0.6666666666666666
406,Waste,Completed,23.26938165575306,77.43201963417869,0,LOW,0.3333333333333333
407,Pothole,Completed,23.270444267543265,77.42862369930965,1,MEDIUM,0.6666666666666666
408,Streetlight,Completed,23.269042502756673,77.4345048716107,0,LOW,0.3333333333333333
409,Drainage,Pending,23.272511512251143,77.43196353097399,1,MEDIUM,0.6666666666666666
410,Drainage,Pending,23.26821078539556,77.42935033723299,2,HIGH,1.0
411,Waste,Pending,23.26962625671168,77.42500118857026,1,MEDIUM,0.6666666666666666
412,Water Supply,Cancelled,23.269120537883452,77.43458188514519,1,MEDIUM,0.6666666666666666
413,Waste,Completed,23.27289395576871,77.42722085506648,0,LOW,0.3333333333333333
414,Drainage,Pending,23.270393109553023,77.42670920250609,1,MEDIUM,0.6666666666666666
415,Water Supply,Completed,23.272063689078937,77.43204514086402,1,MEDIUM,0.6666666666666666
416,Waste,Pending,23.267028879253925,77.43487950481268,1,MEDIUM,0.6666666666666666
417,Streetlight,Cancelled,23.270534100531737,77.43276854563703,0,LOW,0.3333333333333333
418,Waste,Completed,23.271779261591245,77.43112781824011,0,LOW,0.3333333333333333
419,Pothole,Pending,23.27016456797855,77.43118950868333,2,HIGH,1.0
420,Pothole,Completed,23.27213096075013,77.43170683111757,0,LOW,0.3333333333333333
421,Streetlight,Pending,23.2689654230998,77.43151785717959,1,MEDIUM,0.6666666666666666
422,Water Supply,Cancelled,23.27281869488037,77.43056238284795,1,MEDIUM,0.6666666666666666
423,Streetlight,Pending,23.27459779624724,77.43020840220791,1,MEDIUM,0.6666666666666666
424,Pothole,Completed,23.26927432287912,77.4298748137442,1,MEDIUM,0.6666666666666666
425,Drainage,Pending,23.269108994957197,77.42849207082227,2,HIGH,1.0
426,Water Supply,Completed,23.272906768954236,77.42943864984628,1,MEDIUM,0.6666666666666666
427,Waste,Completed,23.273159144291466,77.42661408637161,0,LOW,0.3333333333333333
428,Water Supply,Completed,23.268954279945692,77.42980332074642,1,MEDIUM,0.6666666666666666
429,Waste,Completed,23.26915962636581,77.4280228177857,0,LOW,0.3333333333333333
430,Drainage,Completed,23.26943643078228,77.42779282136557,1,MEDIUM,0.6666666666666666
431,Waste,Pending,23.26731109897793,77.43035978830231,1,MEDIUM,0.6666666666666666
432,Waste,Pending,23.26816269610703,77.4327840045727,1,MEDIUM,0.6666666666666666
433,Pothole,Pending,23.267991718466497,77.43183663321201,1,MEDIUM,0.6666666666666666
434,Streetlight,Cancelled,23.268464404869793,77.42685899879277,0,LOW,0.3333333333333333
435,Pothole,Pending,23.269930630225225,77.42802074372686,1,MEDIUM,0.6666666666666666
436,Waste,Completed,23.270468429465073,77.43188154237599,0,LOW,0.3333333333333333
437,Streetlight,Completed,23.273101000985623,77.42803502521294,0,LOW,0.3333333333333333
438,Water Supply,Pending,23.26800329191852,77.42955073370001,2,HIGH,1.0
439,Pothole,Pending,23.271968644796953,77.43110010419805,2,HIGH,1.0
440,Waste,Pending,23.26957202231155,77.42806331109028,1,MEDIUM,0.6666666666666666
441,Pothole,Completed,23.269901072580694,77.4302107510123,1,MEDIUM,0.6666666666666666
442,Waste,Pending,23.271349638984333,77.42733194901017,1,MEDIUM,0.6666666666666666
443,Drainage,Pending,23.267754555956873,77.4287972647121,1,MEDIUM,0.6666666666666666
444,Drainage,Completed,23.270764819492367,77.4306395638683,1,MEDIUM,0.6666666666666666
445,Streetlight,Cancelled,23.270332904416424,77.42681401253294,0,LOW,0.3333333333333333
446,Pothole,Pending,23.270984902528017,77.43088094947593,2,HIGH,1.0
447,Drainage,Pending,23.270578337287816,77.42996072440215,2,HIGH,1.0
448,Streetlight,Pending,23.27491060027982,77.43110497990884,1,MEDIUM,0.6666666666666666
449,Drainage,Completed,23.268724520031498,77.43044782826814,1,MEDIUM,0.6666666666666666
450,Streetlight,Completed,23.268938006089996,77.43272828085995,0,LOW,0.3333333333333333
451,Drainage,Pending,23.26875371894715,77.4302504490053,2,HIGH,1.0
452,Streetlight,Pending,23.26888904576168,77.42914118891775,1,MEDIUM,0.6666666666666666
453,Pothole,Completed,23.268725225745385,77.43024459500607,1,MEDIUM,0.6666666666666666
454,Water Supply,Completed,23.272378033062218,77.43108659605808,1,MEDIUM,0.6666666666666666
455,Pothole,Pending,23.27284100849598,77.43009772014067,1,MEDIUM,0.6666666666666666
456,Streetlight,Completed,23.2688585074125,77.43008118338241,0,LOW,0.3333333333333333
457,Waste,Pending,23.26833528885379,77.4285960166244,1,MEDIUM,0.6666666666666666
458,Streetlight,Pending,23.270942831112773,77.4286741981649,1,MEDIUM,0.6666666666666666
459,Streetlight,Completed,23.26889555391144,77.42719478945641,0,LOW,0.3333333333333333
460,Waste,Completed,23.27126586363551,77.43349915348638,0,LOW,0.3333333333333333
461,Waste,Pending,23.2704058460417,77.42751227352922,1,MEDIUM,0.6666666666666666
462,Streetlight,Cancelled,23.266968511770006,77.42861418960442,0,LOW,0.3333333333333333
463,Drainage,Pending,23.27309501040266,77.42856318546887,1,MEDIUM,0.6666666666666666
464,Pothole,Completed,23.27359175534619,77.4317898487539,0,LOW,0.3333333333333333
465,Waste,Pending,23.268774422619032,77.42941010064342,1,MEDIUM,0.6666666666666666
466,Streetlight,Completed,23.26922459688013,77.43249548414535,0,LOW,0.3333333333333333
467,Waste,Cancelled,23.270571730781448,77.42865301875152,0,LOW,0.3333333333333333
468,Pothole,Pending,23.270668913579975,77.43055798832445,2,HIGH,1.0
469,Waste,Cancelled,23.271317088545345,77.42832930589348,0,LOW,0.3333333333333333
470,Waste,Completed,23.274020409077533,77.43429029825555,0,LOW,0.3333333333333333
471,Waste,Completed,23.26964610554501,77.42762480316195,0,LOW,0.3333333333333333
472,Pothole,Pending,23.268403405510924,77.43061964142046,2,HIGH,1.0
473,Waste,Completed,23.26724136154397,77.43126755376187,0,LOW,0.3333333333333333
474,Pothole,Completed,23.26853813992011,77.43082759819491,1,MEDIUM,0.6666666666666666
475,Pothole,Pending,23.269933746054253,77.42962942468225,2,HIGH,1.0
476,Pothole,Cancelled,23.27358911572703,77.42974035860054,1,MEDIUM,0.6666666666666666
477,Pothole,Pending,23.268964777401926,77.43008762294396,2,HIGH,1.0
478,Drainage,Pending,23.270447575903276,77.42970599599676,2,HIGH,1.0
479,Waste,Pending,23.269967154207855,77.4319277582336,1,MEDIUM,0.6666666666666666
480,Pothole,Completed,23.272376786546896,77.4344210460032,0,LOW,0.3333333333333333
481,Waste,Completed,23.275053864851746,77.42888501642999,0,LOW,0.3333333333333333
482,Waste,Pending,23.26893826245416,77.42726039404084,1,MEDIUM,0.6666666666666666
483,Streetlight,Cancelled,23.269021121114964,77.4298234359033,0,LOW,0.3333333333333333
484,Streetlight,Pending,23.272088321754136,77.43515941867531,1,MEDIUM,0.6666666666666666
485,Drainage,Pending,23.271363782979257,77.42839265086407,2,HIGH,1.0
486,Streetlight,Pending,23.273693414651472,77.43327823361089,1,MEDIUM,0.6666666666666666
487,Water Supply,Completed,23.271167856370653,77.43335540162816,1,MEDIUM,0.6666666666666666
488,Waste,Cancelled,23.269281415818423,77.42889282351659,0,LOW,0.3333333333333333
489,Waste,Completed,23.271181309661383,77.43113796615837,0,LOW,0.3333333333333333
490,Waste,Completed,23.272217407161165,77.43325679324626,0,LOW,0.3333333333333333
491,Waste,Pending,23.27164096436239,77.42924174451804,1,MEDIUM,0.6666666666666666
492,Pothole,Completed,23.271014548062215,77.4295928392798,1,MEDIUM,0.6666666666666666
493,Streetlight,Completed,23.272133349379175,77.42883663817211,0,LOW,0.3333333333333333
494,Waste,Pending,23.27233859118089,77.42797048653863,1,MEDIUM,0.6666666666666666
495,Water Supply,Pending,23.272764317982073,77.42870144490988,2,HIGH,1.0
496,Drainage,Completed,23.27129741977518,77.42755211946648,1,MEDIUM,0.6666666666666666
497,Waste,Pending,23.269665763839367,77.43006816693652,1,MEDIUM,0.6666666666666666
498,Waste,Completed,23.270293427372867,77.42846005353789,0,LOW,0.3333333333333333
499,Waste,Pending,23.272413017933015,77.43046757182358,1,MEDIUM,0.6666666666666666
500,Waste,Pending,23.268366128658027,77.4268882087076,1,MEDIUM,0.6666666666666666
501,Waste,Completed,23.270737346617747,77.43066176046443,0,LOW,0.3333333333333333
502,Pothole,Pending,23.269213322375347,77.43166705792322,2,HIGH,1.0
503,Waste,Completed,23.27005748964587,77.42601252871486,0,LOW,0.3333333333333333
504,Pothole,Completed,23.272556903725217,77.4307481131397,1,MEDIUM,0.6666666666666666
505,Water Supply,Pending,23.27038219813604,77.43245533798495,2,HIGH,1.0
506,Streetlight,Cancelled,23.270092873096313,77.42758071796263,0,LOW,0.3333333333333333
507,Water Supply,Completed,23.26728028771804,77.43334514477368,1,MEDIUM,0.6666666666666666
508,Waste,Pending,23.271492507132056,77.43083803801873,1,MEDIUM,0.6666666666666666
509,Pothole,Completed,23.271290968362283,77.42858997628849,1,MEDIUM,0.6666666666666666
510,Streetlight,Pending,23.27432650944661,77.4298884618447,1,MEDIUM,0.6666666666666666
511,Waste,Completed,23.269384443530093,77.43111665382504,0,LOW,0.3333333333333333
512,Waste,Completed,23.27043830065533,77.43015201078283,0,LOW,0.3333333333333333
513,Streetlight,Cancelled,23.27049876736742,77.4310775119849,0,LOW,0.3333333333333333
514,Streetlight,Completed,23.27315490655953,77.42815865281385,0,LOW,0.3333333333333333
515,Pothole,Completed,23.269809408935227,77.43033872164808,1,MEDIUM,0.6666666666666666
516,Pothole,Completed,23.27055804305154,77.4271725710062,0,LOW,0.3333333333333333
517,Pothole,Pending,23.271215793019433,77.42977754787731,2,HIGH,1.0
518,Waste,Pending,23.270373218246313,77.42819218471708,1,MEDIUM,0.6666666666666666
519,Pothole,Completed,23.2691071327709,77.42852894011483,1,MEDIUM,0.6666666666666666
520,Waste,Pending,23.270388179985797,77.43247218635042,1,MEDIUM,0.6666666666666666
521,Waste,Pending,23.27214726349972,77.43218262024119,1,MEDIUM,0.6666666666666666
522,Water Supply,Completed,23.267946969401176,77.43121827624182,1,MEDIUM,0.6666666666666666
523,Streetlight,Completed,23.270265939348292,77.42781537447067,0,LOW,0.3333333333333333
524,Streetlight,Pending,23.26859975837012,77.42936718310062,1,MEDIUM,0.6666666666666666
525,Pothole,Pending,23.27239009325785,77.43242619539997,1,MEDIUM,0.6666666666666666
526,Pothole,Pending,23.266953626190432,77.43028343382728,1,MEDIUM,0.6666666666666666
527,Waste,Completed,23.268882156305455,77.43463865907997,0,LOW,0.3333333333333333
528,Waste,Pending,23.27075442375013,77.4307866356788,1,MEDIUM,0.6666666666666666
529,Waste,Completed,23.273131048058467,77.43038409823299,0,LOW,0.3333333333333333
530,Drainage,Pending,23.269868499477855,77.4293817670716,2,HIGH,1.0
531,Streetlight,Completed,23.268889600946615,77.43026708180957,0,LOW,0.3333333333333333
532,Pothole,Pending,23.27376231413888,77.42969506032725,1,MEDIUM,0.6666666666666666
533,Pothole,Completed,23.26710397219917,77.43141621735339,0,LOW,0.3333333333333333
534,Water Supply,Pending,23.26560238808676,77.43191340463359,2,HIGH,1.0
535,Waste,Completed,23.270880028900105,77.42842802107899,0,LOW,0.3333333333333333
536,Waste,Pending,23.268995891551295,77.42733753409289,1,MEDIUM,0.6666666666666666
537,Pothole,Completed,23.26795753436574,77.4263275892538,0,LOW,0.3333333333333333
538,Drainage,Completed,23.2714167128946,77.43101598265383,1,MEDIUM,0.6666666666666666
539,Water Supply,Pending,23.270487601427543,77.42779326678766,2,HIGH,1.0
540,Waste,Completed,23.268871842738527,77.4256942188141,0,LOW,0.3333333333333333
541,Drainage,Pending,23.267439391202657,77.43077715720906,1,MEDIUM,0.6666666666666666
542,Drainage,Pending,23.27174491465656,77.43498599903488,1,MEDIUM,0.6666666666666666
543,Waste,Pending,23.271300402355916,77.42998785817693,1,MEDIUM,0.6666666666666666
544,Pothole,Pending,23.26980164827244,77.4316769815489,2,HIGH,1.0
545,Pothole,Completed,23.273693273992095,77.4301636587171,0,LOW,0.3333333333333333
546,Water Supply,Completed,23.267859830467348,77.42980222069363,1,MEDIUM,0.6666666666666666
547,Waste,Pending,23.26694894965815,77.43183815296598,1,MEDIUM,0.6666666666666666
548,Drainage,Pending,23.26861618386024,77.42941945091162,2,HIGH,1.0
549,Pothole,Completed,23.26990882796729,77.43053478462815,1,MEDIUM,0.6666666666666666
550,Streetlight,Cancelled,23.27048667889865,77.43064339561239,0,LOW,0.3333333333333333
551,Pothole,Completed,23.26951752788429,77.42866381909272,1,MEDIUM,0.6666666666666666
552,Streetlight,Cancelled,23.270704110793027,77.43198408469908,0,LOW,0.3333333333333333
553,Drainage,Pending,23.26749692115162,77.42965008048661,1,MEDIUM,0.6666666666666666
554,Drainage,Pending,23.272887529208145,77.42848850968102,1,MEDIUM,0.6666666666666666
555,Drainage,Completed,23.269835697643213,77.43107301968715,1,MEDIUM,0.6666666666666666
556,Waste,Pending,23.272234591663175,77.42820306403642,1,MEDIUM,0.6666666666666666
557,Streetlight,Completed,23.270685450692756,77.43005636231474,0,LOW,0.3333333333333333
558,Waste,Pending,23.27091350643831,77.42998176200672,1,MEDIUM,0.6666666666666666
559,Pothole,Completed,23.271139534560465,77.43217179113167,1,MEDIUM,0.6666666666666666
560,Pothole,Completed,23.27089541712003,77.43094939646576,1,MEDIUM,0.6666666666666666
561,Pothole,Completed,23.271285445519737,77.42994994608252,1,MEDIUM,0.6666666666666666
562,Pothole,Pending,23.272658305060265,77.4316355325984,1,MEDIUM,0.6666666666666666
563,Water Supply,Completed,23.270393042339403,77.43278041509804,1,MEDIUM,0.6666666666666666
564,Waste,Pending,23.271418007515177,77.43111562061272,1,MEDIUM,0.6666666666666666
565,Streetlight,Pending,23.269820528611422,77.4300207052397,1,MEDIUM,0.6666666666666666
566,Pothole,Completed,23.2728802344309,77.42737632753531,0,LOW,0.3333333333333333
567,Waste,Pending,23.26864721539588,77.42786977267386,1,MEDIUM,0.6666666666666666
568,Waste,Pending,23.273601880865822,77.4293895505913,1,MEDIUM,0.6666666666666666
569,Water Supply,Pending,23.26991968409871,77.42878097559569,2,HIGH,1.0
570,Drainage,Pending,23.267138449795763,77.42962605739403,1,MEDIUM,0.6666666666666666
571,Water Supply,Cancelled,23.27025620882982,77.43011329984981,1,MEDIUM,0.6666666666666666
572,Water Supply,Pending,23.26863789668505,77.43105938550872,2,HIGH,1.0
573,Waste,Pending,23.271681287097977,77.42985900244389,1,MEDIUM,0.6666666666666666
574,Pothole,Completed,23.26869475204139,77.43097300328766,1,MEDIUM,0.6666666666666666
575,Streetlight,Pending,23.26910763313357,77.43012894882963,1,MEDIUM,0.6666666666666666
576,Pothole,Pending,23.26622091853811,77.4260490668673,1,MEDIUM,0.6666666666666666
577,Pothole,Pending,23.269095387361503,77.42812132921237,1,MEDIUM,0.6666666666666666
578,Pothole,Completed,23.26515224134674,77.42971182488856,0,LOW,0.3333333333333333
579,Streetlight,Completed,23.26683219435303,77.42758061051433,0,LOW,0.3333333333333333
580,Streetlight,Pending,23.271520829312287,77.43119985746,1,MEDIUM,0.6666666666666666
581,Waste,Pending,23.2715716003173,77.4330615016647,1,MEDIUM,0.6666666666666666
582,Pothole,Cancelled,23.27085091512357,77.4324375237034,1,MEDIUM,0.6666666666666666
583,Streetlight,Pending,23.26806604771374,77.42957311425815,1,MEDIUM,0.6666666666666666
584,Streetlight,Pending,23.269904577287715,77.43298145227371,1,MEDIUM,0.6666666666666666
585,Waste,Pending,23.26999279492182,77.43029733491441,1,MEDIUM,0.6666666666666666
586,Streetlight,Completed,23.267683270621617,77.42932582805777,0,LOW,0.3333333333333333
587,Waste,Completed,23.273006796603532,77.42877319467293,0,LOW,0.3333333333333333
588,Pothole,Pending,23.27175472458115,77.42939506062703,2,HIGH,1.0
589,Drainage,Completed,23.26955807165234,77.42922364636293,1,MEDIUM,0.6666666666666666
590,Streetlight,Pending,23.27005377167799,77.43034083244476,1,MEDIUM,0.6666666666666666
591,Waste,Pending,23.270416765615895,77.4303211479621,1,MEDIUM,0.6666666666666666
592,Streetlight,Completed,23.26591653026315,77.43000609204032,0,LOW,0.3333333333333333
593,Streetlight,Pending,23.26950564523496,77.4308738763395,1,MEDIUM,0.6666666666666666
594,Drainage,Pending,23.26863603150401,77.43238129254958,1,MEDIUM,0.6666666666666666
595,Streetlight,Pending,23.26799675998021,77.43189910827088,1,MEDIUM,0.6666666666666666
596,Streetlight,Completed,23.269437799414227,77.4270302040631,0,LOW,0.3333333333333333
597,Pothole,Pending,23.2735953730537,77.4248921577302,1,MEDIUM,0.6666666666666666
598,Waste,Completed,23.271281685722535,77.43186863982248,0,LOW,0.3333333333333333
599,Waste,Pending,23.268857642020436,77.42726624260318,1,MEDIUM,0.6666666666666666
600,Pothole,Completed,23.27114516556271,77.42955046919622,1,MEDIUM,0.6666666666666666
601,Streetlight,Pending,23.27279871087317,77.4276597739479,1,MEDIUM,0.6666666666666666
602,Pothole,Completed,23.271849267365827,77.42639603912485,0,LOW,0.3333333333333333
603,Waste,Pending,23.27011926073984,77.43108292545642,1,MEDIUM,0.6666666666666666
604,Waste,Cancelled,23.268706126444588,77.43151831032061,0,LOW,0.3333333333333333
605,Pothole,Pending,23.271396446627225,77.42884697919855,2,HIGH,1.0
606,Waste,Pending,23.270786970770843,77.42481791541572,1,MEDIUM,0.6666666666666666
607,Streetlight,Completed,23.271790386440056,77.4289075111035,0,LOW,0.3333333333333333
608,Waste,Pending,23.27127034360336,77.43078360801081,1,MEDIUM,0.6666666666666666
609,Streetlight,Pending,23.272099105430637,77.42704217686246,1,MEDIUM,0.6666666666666666
610,Water Supply,Cancelled,23.26892952957688,77.43036671983957,1,MEDIUM,0.6666666666666666
611,Waste,Cancelled,23.272634788131267,77.42996938030166,0,LOW,0.3333333333333333
612,Pothole,Pending,23.270395199209386,77.4311585829992,2,HIGH,1.0
613,Waste,Cancelled,23.27415052174525,77.43023916073683,0,LOW,0.3333333333333333
614,Streetlight,Completed,23.26862162436382,77.42805386211825,0,LOW,0.3333333333333333
615,Streetlight,Pending,23.27347192760633,77.43239314300334,1,MEDIUM,0.6666666666666666
616,Pothole,Completed,23.270395821566925,77.42968294085395,1,MEDIUM,0.6666666666666666
617,Pothole,Completed,23.26869716399277,77.42994539092099,1,MEDIUM,0.6666666666666666
618,Drainage,Cancelled,23.26903222833189,77.42813346408187,1,MEDIUM,0.6666666666666666
619,Waste,Pending,23.26935930538361,77.42911343549763,1,MEDIUM,0.6666666666666666
620,Waste,Completed,23.270848331892804,77.42823039457195,0,LOW,0.3333333333333333
621,Drainage,Pending,23.271045670976072,77.42965410788015,2,HIGH,1.0
622,Streetlight,Pending,23.268852599992123,77.4334234169603,1,MEDIUM,0.6666666666666666
623,Drainage,Pending,23.269951290815477,77.42725619771414,2,HIGH,1.0
624,Streetlight,Cancelled,23.274284540717225,77.42677287720426,0,LOW,0.3333333333333333
625,Drainage,Completed,23.273455086340203,77.43294234065499,0,LOW,0.3333333333333333
626,Pothole,Completed,23.27087264733935,77.4295813526457,1,MEDIUM,0.6666666666666666
627,Streetlight,Completed,23.270076006956337,77.42866185452269,0,LOW,0.3333333333333333
628,Water Supply,Pending,23.270240062653436,77.4320798093748,2,HIGH,1.0
629,Streetlight,Pending,23.27122703594546,77.42878876892053,1,MEDIUM,0.6666666666666666
630,Waste,Pending,23.267954414869603,77.4336520194271,1,MEDIUM,0.6666666666666666
631,Waste,Pending,23.269485246925154,77.43135585174268,1,MEDIUM,0.6666666666666666
632,Waste,Completed,23.266662831852244,77.42902417718372,0,LOW,0.3333333333333333
633,Waste,Pending,23.27079844624521,77.43431461642653,1,MEDIUM,0.6666666666666666
634,Pothole,Pending,23.271294391879405,77.428788570154,2,HIGH,1.0
635,Streetlight,Pending,23.2690336270754,77.43148419074403,1,MEDIUM,0.6666666666666666
636,Streetlight,Pending,23.27314797352658,77.43059858516082,1,MEDIUM,0.6666666666666666
637,Pothole,Completed,23.267548468673994,77.4326034825788,0,LOW,0.3333333333333333
638,Streetlight,Cancelled,23.26707125023958,77.43312302239346,0,LOW,0.3333333333333333
639,Waste,Completed,23.27044890363712,77.43006400829813,0,LOW,0.3333333333333333
640,Waste,Completed,23.272094196605224,77.42849316425931,0,LOW,0.3333333333333333
641,Waste,Pending,23.273367855382915,77.43091994428589,1,MEDIUM,0.6666666666666666
642,Pothole,Pending,23.26908223147426,77.4286445692605,2,HIGH,1.0
643,Waste,Pending,23.272157361666864,77.43402677449507,1,MEDIUM,0.6666666666666666
644,Waste,Completed,23.269922983060997,77.43027307066217,0,LOW,0.3333333333333333
645,Pothole,Completed,23.26965474540012,77.42926935689738,1,MEDIUM,0.6666666666666666
